query_index,score,submission.score,arousal,valence,dataset,artist_name,song_name,n_words,submission.n_comments,min.anger,min.anticipation,min.disgust,min.fear,min.joy,min.negative,min.positive,min.sadness,min.surprise,min.trust,max.anger,max.anticipation,max.disgust,max.fear,max.joy,max.negative,max.positive,max.sadness,max.surprise,max.trust,mean.anger,mean.anticipation,mean.disgust,mean.fear,mean.joy,mean.negative,mean.positive,mean.sadness,mean.surprise,mean.trust,std.anger,std.anticipation,std.disgust,std.fear,std.joy,std.negative,std.positive,std.sadness,std.surprise,std.trust
104,15.115555555555556,69862.68444444444,0.541065385,-0.361742308,AMG1608,Cypress Hill,How I Could Just Kill a Man,5211,40599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08591331269349846,0.11764705882352941,0.04179566563467492,0.08281733746130031,0.0913312693498452,0.15557275541795665,0.18575851393188855,0.06424148606811146,0.053405572755417956,0.1238390092879257,0.2803445129237068,0.32231449856730804,0.2001994243078759,0.27571264592485084,0.28819117264094485,0.36259017005191024,0.38906226680154693,0.24527756081774454,0.22492793489151003,0.32952534757903107
105,1.1151079136690647,2966.2625899280574,0.528423077,0.457219231,AMG1608,Black Oak Arkansas,Jim Dandy,3198,3444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04976851851851852,0.11574074074074074,0.04398148148148148,0.04861111111111111,0.11574074074074074,0.12384259259259259,0.20949074074074073,0.06597222222222222,0.06597222222222222,0.10532407407407407,0.21759230724258488,0.32009906839508245,0.20517269018286932,0.2151782072444231,0.32009906839508245,0.32959268129768476,0.40718087394772917,0.24837731392658915,0.24837731392658915,0.3071483410813696
106,2.879350348027842,5012.626450116009,0.06435,0.470396154,AMG1608,Fred Astaire,Puttin'' on the Ritz,4561,5300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05736301369863014,0.10616438356164383,0.029965753424657533,0.05051369863013699,0.14982876712328766,0.10102739726027397,0.2525684931506849,0.0642123287671233,0.0488013698630137,0.15753424657534246,0.23263454811208564,0.30817985217067395,0.17056586760814557,0.219096242504773,0.3570563813024673,0.301494090291943,0.43467161468631527,0.24523579640335644,0.21554482873488642,0.3644597822051411
107,1.1435185185185186,2486.625,-0.001765385,0.434115385,AMG1608,John Sebastian,Welcome Back,1906,3466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.028469750889679714,0.10854092526690391,0.019572953736654804,0.04448398576512456,0.15302491103202848,0.07295373665480427,0.24377224199288255,0.060498220640569395,0.04448398576512456,0.15658362989323843,0.1664587865024235,0.31133947735252615,0.13865085549917758,0.20635146607323576,0.3603322334338382,0.26029222846965444,0.42973938719146854,0.23861999450875743,0.20635146607323576,0.3637315041009927
108,2.273755656108597,8529.9592760181,0.443823077,0.2672,AMG1608,Madness,House of Fun,5059,8363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04594400574300072,0.12419239052404882,0.029432878679109833,0.05599425699928212,0.14788226848528357,0.09834888729361091,0.2455132806891601,0.06963388370423547,0.057430007178750894,0.13711414213926776,0.2094388775135001,0.32991935234425046,0.16907721994187552,0.22999320322612285,0.35511072893886764,0.29789274573296864,0.43054567922538256,0.2546203976452924,0.23274597578175338,0.3440913392539383
109,1.6266318537859008,2665.2114882506526,0.091196154,0.227642308,AMG1608,Miles Davis,Tutu,4803,3811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05143721633888049,0.09984871406959153,0.04462934947049924,0.046142208774583963,0.10363086232980333,0.11270801815431165,0.20499243570347958,0.0680786686838124,0.049924357034795766,0.1059001512859304,0.22097141067756432,0.2999116318789102,0.20656681092116713,0.2098723978151632,0.3048964181228041,0.3163552192554992,0.40384886538711046,0.2519761710530268,0.21787111253512378,0.30782622733886045
110,1.9053030303030303,1149.784090909091,0.413976923,0.356180769,AMG1608,Sparks,Cool Places,2596,1627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04504504504504504,0.10510510510510511,0.03153153153153153,0.03303303303303303,0.11411411411411411,0.08708708708708708,0.2087087087087087,0.05555555555555555,0.04954954954954955,0.11561561561561562,0.20755884625720492,0.3069193096247208,0.174880572945485,0.1788571626227576,0.318188782398282,0.2821745552357257,0.40669119557180394,0.2292335855815266,0.2171755288311854,0.32000375373173734
111,9.466216216216216,82298.68378378378,0.209553846,0.342430769,AMG1608,Men at Work,Down Under,9597,107004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05252387448840382,0.10197817189631651,0.033765347885402454,0.057639836289222375,0.11937244201909959,0.10709413369713507,0.21759890859481582,0.06480218281036836,0.04809004092769441,0.12448840381991814,0.2231190175307597,0.3026712229341043,0.18065541858991488,0.2331008743608945,0.3242815565311769,0.30928563756158534,0.41268354634297383,0.24621847295945498,0.21399300746283056,0.33019422579824875
112,1.8407494145199064,11416.16393442623,-0.159665385,0.093423077,AMG1608,Paul McCartney,Mull of Kintyre,4325,14683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.033386327503974564,0.10890302066772654,0.022257551669316374,0.04451510333863275,0.1724960254372019,0.08187599364069953,0.24960254372019078,0.08664546899841018,0.0492845786963434,0.11605723370429252,0.1797146466270284,0.31164138837309996,0.14757867675899952,0.20631855522839596,0.3779612462193671,0.2742847393890893,0.4329551019950731,0.28142670371127293,0.21654765004983445,0.32042091931759875
113,2.5821596244131455,2998.6150234741785,-0.156873077,-0.351276923,AMG1608,"Bobby ""Blue"" Bland""",Cry Cry Cry,2089,1465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05679862306368331,0.0757314974182444,0.043029259896729774,0.05679862306368331,0.1927710843373494,0.12392426850258176,0.2857142857142857,0.10327022375215146,0.029259896729776247,0.11703958691910499,0.23165687110279126,0.2647959986206599,0.20309785522637788,0.23165687110279126,0.39481475043676234,0.3297790604899143,0.45214322679538815,0.30457371729520394,0.16867936200026637,0.3217444587029215
114,3.9324055666003974,22761.50894632207,0.362019231,0.190576923,AMG1608,David Bowie,Rebel Rebel,7103,25320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05173393973848778,0.11028993746446845,0.03922683342808414,0.061398521887436046,0.1318931210915293,0.11881750994883457,0.2427515633882888,0.06708357021034679,0.052870949403069925,0.11824900511654349,0.22155235166892898,0.31333988580145505,0.19418941015313185,0.2401281413176077,0.3384707594601586,0.3236656693886167,0.4288680516279658,0.2502378148917712,0.22383944364942632,0.322994562569151
115,2.76890756302521,1389.40756302521,-0.381411538,-0.242173077,AMG1608,Neil Young,Cowgirl in the Sand,2597,1426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.037396121883656507,0.15373961218836565,0.024930747922437674,0.0443213296398892,0.16759002770083103,0.07756232686980609,0.24792243767313019,0.062326869806094184,0.055401662049861494,0.13573407202216067,0.18986200079778096,0.3609490169720771,0.1560221833217406,0.20595071469030488,0.37376074780458746,0.2676670403971443,0.4321059028904529,0.241915870277807,0.22892116734183962,0.34274340074503173
116,5.568181818181818,11742.554545454546,0.563119231,0.19185,AMG1608,Dick Dale,Misirlou,9298,17396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04219582138467841,0.08152396558787382,0.030725112658746414,0.04834084391642769,0.09545268332650553,0.0962720196640721,0.20524375256042607,0.06022122081114297,0.042605489553461696,0.10897173289635395,0.2010768452702685,0.2736941655373488,0.172607315811222,0.21452939385313247,0.29389939506581314,0.2950243636639261,0.4039623825852419,0.23794499342023337,0.2020073739589396,0.3116675923721772
117,1.7531914893617022,15479.434042553192,-0.448192308,-0.258380769,AMG1608,Tindersticks,Here,2872,9051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03571428571428571,0.0873015873015873,0.0291005291005291,0.0582010582010582,0.12301587301587301,0.10185185185185185,0.23677248677248677,0.06746031746031746,0.03439153439153439,0.12169312169312169,0.18569973016244,0.28246337215070677,0.16819961477457582,0.23427824471320124,0.32867287589693595,0.302653622329469,0.4253829203951118,0.2509835587594957,0.18235334343524764,0.3271474803706902
118,1.305084745762712,435.8813559322034,-0.295865385,-0.392946154,AMG1608,Leonard Cohen,Everybody Knows,382,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0891089108910891,0.06930693069306931,0.0594059405940594,0.12871287128712872,0.10891089108910891,0.16831683168316833,0.297029702970297,0.10891089108910891,0.0297029702970297,0.15841584158415842,0.2863218434206548,0.25524207108446123,0.2375618731285735,0.33655211592363116,0.31308114280518085,0.37601348195757744,0.45922879821382157,0.31308114280518085,0.17061333737750137,0.3669515844720318
119,2.8310502283105023,9139.068493150686,0.460811538,0.008430769,AMG1608,Kool Moe Dee,How Ya Like Me Now,2020,4205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.11538461538461539,0.029914529914529916,0.05128205128205128,0.13034188034188035,0.11752136752136752,0.23504273504273504,0.053418803418803416,0.04700854700854701,0.11324786324786325,0.2667545015394922,0.31982741186716696,0.17053384237278307,0.2208084753887224,0.3370394638796807,0.3223851314654397,0.4244792732467136,0.22510777772943003,0.21188362915446268,0.31723464943250396
120,1.0220820189274449,3696.1261829653,-0.235180769,0.154957692,AMG1608,Connie Francis,Where the Boys Are,3588,3225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03656307129798903,0.1316270566727605,0.03290676416819013,0.037477148080438755,0.18921389396709323,0.07769652650822668,0.2851919561243144,0.07312614259597806,0.062157221206581355,0.15082266910420475,0.18777231435571098,0.3382394868248007,0.1784741582160019,0.19001477510014972,0.3918575697105307,0.2678158672365064,0.45171231573214077,0.2604625145648266,0.24155130868663766,0.35803961967485287
121,0.8969072164948454,55172.02749140893,-0.374353846,0.332442308,AMG1608,Frank Sinatra,Stardust,3458,29629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0689289501590668,0.10922587486744433,0.042417815482502653,0.06574761399787911,0.1325556733828208,0.11240721102863202,0.22693531283138918,0.060445387062566275,0.05514316012725345,0.13679745493107104,0.25346770846659844,0.3120879191967371,0.20164737510340497,0.24797191799635152,0.3392738292869198,0.31603440450554277,0.41907268351701416,0.23843663879350438,0.22838060866316467,0.3438157438599923
122,1.3773584905660377,2322.0817610062895,-0.109623077,0.336246154,AMG1608,Lou Reed,Street Hassle,2037,1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.030476190476190476,0.10285714285714286,0.022857142857142857,0.0419047619047619,0.15047619047619049,0.09142857142857143,0.24952380952380954,0.07428571428571429,0.05142857142857143,0.10857142857142857,0.17205749168076087,0.3040619233265027,0.1495904988264609,0.20056264006984156,0.3578785588523336,0.2884924905799922,0.43315014442921246,0.26248539451500313,0.22108091750053632,0.31139745525022205
123,4.482,4600.3,0.629842308,-0.131065385,AMG1608,Ministry,Jesus Built My Hotrod,5929,7302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0617876424715057,0.09238152369526095,0.03959208158368326,0.0665866826634673,0.10857828434313137,0.10917816436712657,0.1895620875824835,0.0629874025194961,0.04439112177564487,0.10437912417516497,0.24084170233889132,0.28965066237287135,0.195057356996073,0.24937963632947135,0.31120272681197064,0.3119562006429069,0.39207208061901255,0.24301320089162806,0.20602430098947225,0.30584348207919176
124,4.196428571428571,48465.920918367345,-0.501984615,-0.223142308,AMG1608,George Jones,He Stopped Loving Her Today,7403,42595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07016604177825388,0.1146223888591323,0.05034815211569363,0.08302088912694162,0.1424745581146224,0.12694161756829137,0.23835029459025175,0.09480449919657204,0.04177825388323514,0.15961435457953937,0.25549507300456525,0.3186510359866113,0.2187209159365581,0.2759877148512844,0.34962985138635555,0.3329967512662346,0.42618859636511974,0.2930231999951085,0.20013566700479252,0.36634614437736246
125,1.2883435582822085,6229.049079754601,-0.571007692,-0.192511538,AMG1608,American Music Club,The Thorn in My Side Is Gone,2792,3475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.056572379367720464,0.09650582362728785,0.03494176372712146,0.06156405990016639,0.1264559068219634,0.13976705490848584,0.22628951747088186,0.07653910149750416,0.064891846921797,0.12312811980033278,0.23121612941682043,0.2955296438306918,0.18378530482481656,0.24056229194567547,0.3326393218926739,0.3470340218376463,0.4187772391617451,0.2660801925833476,0.2465401183379354,0.32885792052388263
126,0.7808219178082192,18002.157534246577,0.3428,0.385623077,AMG1608,Charles Wright,Express Yourself,2757,7307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03074141048824593,0.10307414104882459,0.0216998191681736,0.0325497287522604,0.19349005424954793,0.0705244122965642,0.28390596745027125,0.05063291139240506,0.05063291139240506,0.14466546112115733,0.17277255312049725,0.30433097793492514,0.1458334503311037,0.17761557210371684,0.39539139523548705,0.2562605527004721,0.4512999803914039,0.2194454410463736,0.21944544104637362,0.35208170553686163
127,1.2413793103448276,5022.683385579938,-0.066896154,0.345084615,AMG1608,The Rascals,Groovin'',3099,4212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04791666666666667,0.13333333333333333,0.04479166666666667,0.058333333333333334,0.12916666666666668,0.10208333333333333,0.203125,0.06458333333333334,0.057291666666666664,0.11666666666666667,0.2137012653120426,0.34011182196812095,0.20695407179987999,0.23449484972996387,0.3355591311276482,0.30291567728095403,0.4025344951830892,0.24591730625449587,0.2325202141376547,0.3211900014502789
128,1.8403361344537814,14446.453781512606,0.376823077,0.1745,AMG1608,Wilco,A Shot in the Arm,4624,8486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0533625730994152,0.10307017543859649,0.039473684210526314,0.04678362573099415,0.12573099415204678,0.09722222222222222,0.22880116959064328,0.07090643274853801,0.05555555555555555,0.1118421052631579,0.22483763492858566,0.30416170340215704,0.1947902686438056,0.21125231493555316,0.33166718695272274,0.2963684667178674,0.42021455654452955,0.2567623467796022,0.22914519085380092,0.31528735154062976
129,1.7806451612903227,9296.661290322581,0.487707692,0.291576923,AMG1608,The Guess Who,No Sugar Tonight/New Mother Nature,3492,9170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.035053554040895815,0.12268743914313535,0.02531645569620253,0.03992210321324245,0.11587147030185005,0.07010710808179163,0.2074001947419669,0.05939629990262902,0.04186952288218111,0.11002921129503408,0.18400480981119155,0.32823793055129596,0.15716100977676792,0.19587160573695653,0.3202266726329568,0.25545183800106014,0.4056421743435954,0.2364800881090539,0.20038853711011706,0.3130786247362254
130,25.136196319018406,28434.080981595092,0.644507692,-0.107703846,AMG1608,The Prodigy,Firestarter,8616,67936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05697211155378486,0.10717131474103586,0.04183266932270916,0.061752988047808766,0.11952191235059761,0.10637450199203187,0.2059760956175299,0.0804780876494024,0.04462151394422311,0.1051792828685259,0.23183550954625534,0.30939256777480145,0.20024652972485085,0.24075433371780003,0.3244662823649294,0.30837777888656526,0.4044936698664535,0.2720861250119195,0.20651253096047584,0.30684542186997427
131,0.7305555555555555,19609.172222222223,0.262680769,0.370723077,AMG1608,T. Rex,Bang a Gong (Get It On),5959,19131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05293631100082713,0.10918114143920596,0.0380479735318445,0.05707196029776675,0.10090984284532671,0.11993382961124896,0.22580645161290322,0.06782464846980976,0.04880066170388751,0.10587262200165426,0.2239990171453334,0.3119954062984662,0.19139128382569995,0.23207606572200642,0.3013339536679706,0.325018586715545,0.4182853270506771,0.2515488097039483,0.21554021336103552,0.3078018418197645
132,6.433110367892977,21301.02508361204,0.207488,0.1516,AMG1608,The Rolling Stones,Gimme Shelter,6832,35983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.058878504672897194,0.102803738317757,0.03177570093457944,0.06728971962616823,0.11121495327102804,0.11121495327102804,0.21962616822429906,0.0691588785046729,0.04719626168224299,0.1191588785046729,0.2354521858946105,0.3037733536428111,0.17544340718334042,0.2505816332454904,0.3144716184988381,0.3144716184988381,0.4140901362301836,0.2537834200685438,0.2121079862604914,0.3240510914280095
133,0.931740614334471,29732.668941979522,0.05526,0.196836,AMG1608,Ian Dury,Sex & Drugs & Rock & Roll,4637,19075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0546448087431694,0.09523809523809523,0.04371584699453552,0.06401249024199844,0.12021857923497267,0.11241217798594848,0.23575331772053085,0.07338017174082748,0.04449648711943794,0.10616705698672912,0.22737438734795512,0.29365816700309744,0.2045420047178307,0.24487078193176084,0.32534397517979696,0.3159962499406928,0.4246344917694655,0.26086134945174033,0.20627594578128233,0.30817162457818864
134,1.3146417445482865,4186.666666666667,-0.320144,-0.180764,AMG1608,Jerry Lee Lewis,Middle Age Crazy,3562,12783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05142857142857143,0.11333333333333333,0.02761904761904762,0.05047619047619047,0.15714285714285714,0.08571428571428572,0.24857142857142858,0.08,0.06476190476190476,0.1180952380952381,0.22097551538846658,0.317150884952046,0.16395681619785873,0.21902975648895073,0.36410883225598173,0.2800750857476324,0.4323907171321075,0.27142247891267945,0.24622253971183336,0.32287464545690675
135,4.671264367816092,7800.95632183908,0.523396,0.232232,AMG1608,Destiny''s Child,Say My Name,4402,10297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.045373665480427046,0.11298932384341637,0.033807829181494664,0.04804270462633452,0.11565836298932385,0.09608540925266904,0.2197508896797153,0.06850533807829182,0.04359430604982206,0.11387900355871886,0.20821495302012735,0.31672066884950717,0.18081467586729957,0.21395169674434567,0.3199571609952142,0.2948395216803747,0.41426213545731067,0.25272352452198327,0.2042815941956657,0.3178056546770171
136,1.006578947368421,1496.907894736842,0.394528,0.37244,AMG1608,Laura Lee,Wedlock Is a Padlock,2072,605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.024242424242424242,0.07878787878787878,0.01818181818181818,0.030303030303030304,0.11515151515151516,0.08282828282828283,0.2404040404040404,0.03434343434343434,0.048484848484848485,0.13535353535353536,0.15395653015152488,0.2696799449852969,0.1337436943639311,0.1715932398742904,0.31952762337222446,0.2759013216340836,0.42776114071513005,0.18229398341413003,0.21500571330495513,0.34244687856408573
137,1.0837004405286343,1900.5947136563877,0.270448,0.16956,AMG1608,"Johnny ""Guitar"" Watson""",Gangster of Love,2401,1610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.039886039886039885,0.09259259259259259,0.02564102564102564,0.038461538461538464,0.10826210826210826,0.09401709401709402,0.2207977207977208,0.0641025641025641,0.037037037037037035,0.11823361823361823,0.19583098073220598,0.29006733804628443,0.15817459763152167,0.1924448101092899,0.31093269971932835,0.29206059157481284,0.4150801329856233,0.24511019564786446,0.18898722883674157,0.32311476628595176
138,1.3055555555555556,2480.3571428571427,0.374944,0.245632,AMG1608,The Flamin'' Groovies,Slow Death,2372,1504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.047217537942664416,0.1045531197301855,0.04047217537942664,0.047217537942664416,0.10118043844856661,0.08263069139966273,0.21922428330522767,0.04384485666104553,0.06070826306913996,0.11973018549747048,0.21228291350831013,0.3062350563831439,0.1972302630779745,0.21228291350831016,0.30182209525524617,0.2755556307000474,0.4140701957119017,0.20492266886367363,0.23899600856637834,0.3249198363444966
139,13.074906367041198,5486.524344569289,-0.486444,-0.206696,AMG1608,Julie London,Cry Me a River,5643,1826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03443526170798898,0.10606060606060606,0.01997245179063361,0.0337465564738292,0.13292011019283748,0.09228650137741047,0.2603305785123967,0.05234159779614325,0.05716253443526171,0.13292011019283748,0.1824072074447014,0.30802125942125486,0.13995371613110288,0.18063830985929624,0.3396053357980964,0.2895296797125946,0.4389661443597703,0.2227916955486442,0.23223290556509035,0.3396053357980964
140,17.555,108377.75166666666,-0.011536,0.285564,AMG1608,John Denver,Rocky Mountain High,8018,186573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04694113120430935,0.10696421700654098,0.042708734128510964,0.05848403232012313,0.12928049249711426,0.11004232397075799,0.21854559445940747,0.0731050404001539,0.041554444016929586,0.12581762216237014,0.21155349546769803,0.3091272248384612,0.2022385599902607,0.23470160824820974,0.3355746937781503,0.31300272593876477,0.41333903045584036,0.2603589355800975,0.1996071199312309,0.3317075271751366
141,1.395973154362416,9955.617449664429,0.080944,0.48658,AMG1608,Cab Calloway,Everybody Eats When They Come to My House,1794,2281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.045454545454545456,0.10606060606060606,0.025974025974025976,0.0367965367965368,0.15367965367965367,0.09740259740259741,0.22727272727272727,0.06493506493506493,0.07142857142857142,0.11688311688311688,0.20852469355196912,0.30824895670939445,0.1592301959088771,0.18846600109079598,0.36103233698477305,0.2968266112226097,0.4195244793799921,0.2466783587873701,0.2578185523770517,0.321629229983613
142,1.7295918367346939,913.2602040816327,0.288973333,-0.034446667,AMG1608,Nancy Sinatra,These Boots Are Made for Walkin'',2141,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03619909502262444,0.11161387631975868,0.02564102564102564,0.04675716440422323,0.1085972850678733,0.11010558069381599,0.20361990950226244,0.08446455505279035,0.06033182503770739,0.12368024132730016,0.186926248924393,0.3151285479620842,0.15818123455998914,0.2112776838024168,0.311368181133245,0.3132576437593225,0.40299354199542947,0.27829320352003517,0.23828036685876997,0.32946496086810334
143,1.8884297520661157,3708.6528925619837,-0.261972,0.015776,AMG1608,Joni Mitchell,Amelia,3790,6453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03163444639718805,0.1265377855887522,0.029876977152899824,0.05272407732864675,0.1546572934973638,0.08347978910369068,0.27065026362038663,0.061511423550087874,0.061511423550087874,0.14323374340949033,0.17510182972688726,0.33260063563951553,0.17032273875145734,0.2235803554404047,0.3617366451976633,0.27672767450268415,0.4444910708367272,0.24037167122340272,0.24037167122340272,0.3504650758841323
144,1.618320610687023,2248.442748091603,-0.371856,0.146584,AMG1608,Albert Ayler,Spirits Rejoice,3505,2823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06533776301218161,0.09856035437430787,0.05204872646733112,0.05758582502768549,0.1406423034330011,0.1362126245847176,0.25802879291251385,0.07973421926910298,0.047619047619047616,0.1539313399778516,0.24725784808441617,0.29823599723223737,0.22224841242374033,0.23308767394616198,0.3478448494905207,0.3432042941989937,0.4377923999144123,0.2710314048383964,0.21307687044544718,0.3610829113856895
145,0.8837209302325582,19364.91162790698,0.689256,-0.33822,AMG1608,Atari Teenage Riot,Deutschland (Has Gotta Die!),3132,16350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.047311827956989246,0.13440860215053763,0.03225806451612903,0.06451612903225806,0.2032258064516129,0.1053763440860215,0.2838709677419355,0.09462365591397849,0.08279569892473118,0.13440860215053763,0.21241924843172194,0.34127432426694015,0.17677976441641102,0.24580228750041247,0.40261567089550876,0.30720294144607657,0.4511175747159236,0.29285190304096476,0.2757214456469821,0.34127432426694015
146,2.7583333333333333,15656.904166666667,-0.049906667,-0.06404,AMG1608,Elton John,Madman Across the Water,3401,8010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.052568697729988054,0.0979689366786141,0.035842293906810034,0.06093189964157706,0.14336917562724014,0.1135005973715651,0.26045400238948624,0.06690561529271206,0.052568697729988054,0.12783751493428913,0.22330428876900735,0.29745038425144477,0.18600795882158086,0.23934838054741323,0.35065846966836106,0.3173933970335614,0.43914475858665236,0.2500078600286124,0.22330428876900735,0.334108443526832
