query_index,score,submission.score,arousal,valence,dataset,artist_name,song_name,n_words,submission.n_comments,min.Anger,min.Joy,min.Sadness,min.Fear,max.Anger,max.Joy,max.Sadness,max.Fear,mean.Anger,mean.Joy,mean.Sadness,mean.Fear,std.Anger,std.Joy,std.Sadness,std.Fear
416,1.9294117647058824,1399.3823529411766,-0.170113333,-0.151946667,AMG1608,The Everly Brothers,Problems,1712,432,0.0,0.0,0.0,0.0,0.894,0.863,0.915,0.87,0.0769281045751634,0.3443464052287582,0.10936601307189543,0.09440522875816994,0.20270519508101192,0.30946002038060794,0.22854553708506284,0.21834652076544514
417,3.0697674418604652,3542.2372093023255,0.078206667,-0.211026667,AMG1608,Wire,I Am the Fly,1825,4109,0.0,0.0,0.0,0.0,0.791,0.924,0.906,0.962,0.07192465753424658,0.3619041095890411,0.08216438356164385,0.11524657534246575,0.19775470997892167,0.31903851953723716,0.20163456283489042,0.24281380866385258
418,10.146341463414634,6727.5331010452965,0.52322,0.601646667,AMG1608,Chic,Good Times,9307,6902,0.0,0.0,0.0,0.0,0.853,0.986,0.915,0.962,0.059703658536585366,0.4109121951219512,0.07507926829268292,0.07034756097560976,0.17517694173195197,0.29920564691014223,0.1836411596455094,0.18714638105708015
419,2.0067567567567566,480.6283783783784,0.69802,-0.222353333,AMG1608,Essential Logic,Aerosol Burns,1560,242,0.0,0.0,0.0,0.0,0.853,0.984,0.906,0.86,0.04884070796460177,0.4169115044247788,0.06267256637168142,0.031610619469026546,0.16658307485475748,0.3104096819850146,0.1817580535884113,0.1222504333638476
420,2.450657894736842,1339.2697368421052,-0.146166667,0.399193333,AMG1608,Eagles,Peaceful Easy Feeling,4193,1505,0.0,0.0,0.0,0.0,0.953,0.863,0.844,0.942,0.12442592592592595,0.33060185185185187,0.1300740740740741,0.10796604938271605,0.2585462047814277,0.2970883870465526,0.23299761636739147,0.21452524172959941
421,1.5748031496062993,4000.808398950131,-0.387213333,-0.093806667,AMG1608,Simon & Garfunkel,The Dangling Conversation,5245,3721,0.0,0.0,0.0,0.0,0.929,0.924,0.969,0.962,0.06421320754716982,0.3913867924528302,0.09227547169811322,0.06722264150943397,0.18004797148802085,0.29624087714586195,0.21515710082673659,0.17828167284922086
422,1.2191235059760956,4750.286852589641,-0.353053333,0.132533333,AMG1608,Kris Kristofferson,Loving Her Was Easier (Than Anything I''ll Ever Do Again),2921,3984,0.0,0.0,0.0,0.0,0.853,0.922,0.906,0.86,0.07275886524822696,0.4308900709219858,0.09047163120567377,0.05997517730496454,0.1965013343143498,0.30979865802350115,0.2117246102375627,0.17065541258417358
423,3.8389423076923075,52813.82932692308,0.601413333,0.58522,AMG1608,Bee Gees,Night Fever,6106,38215,0.0,0.0,0.0,0.0,0.893,0.922,0.969,0.906,0.07318376068376069,0.38100854700854697,0.09389957264957266,0.06224358974358974,0.19864819492257735,0.307413614772959,0.207457280140584,0.16187827022165616
424,2.8766666666666665,59256.926666666666,0.676373333,0.337133333,AMG1608,Warrant,Cherry Pie,2435,40604,0.0,0.0,0.0,0.0,0.859,0.971,0.906,0.879,0.10596601941747573,0.32762621359223293,0.12915048543689323,0.10113106796116504,0.2333250089795288,0.29421260123273063,0.24750318386669984,0.22596105277577555
425,2.135135135135135,1428.8603603603603,-0.07232,-0.327153333,AMG1608,The Beatles,Baby''s in Black,1869,1095,0.0,0.0,0.0,0.0,0.828,0.922,0.806,0.844,0.06563461538461539,0.38490384615384615,0.09235897435897435,0.0838397435897436,0.17880283199526942,0.31936103098866636,0.20329031992941965,0.18307017856883231
426,1.4812286689419796,4524.805460750853,0.59696,0.488653333,AMG1608,Dimitri from Paris,Sacre Francais,4053,5170,0.0,0.0,0.0,0.0,0.868,0.924,0.969,0.86,0.08097289156626507,0.31877108433734935,0.11027710843373495,0.12556024096385543,0.20883883229223577,0.2968499911197972,0.22836757158655135,0.24117285044566433
427,1.4411764705882353,6391.114379084967,-0.138446667,0.421666667,AMG1608,Harry Nilsson,Coconut,2546,6556,0.0,0.0,0.0,0.0,0.844,0.897,0.915,0.962,0.08629045643153527,0.3796016597510373,0.09680912863070541,0.10502074688796681,0.21524212788595576,0.30757107416644436,0.2235210953869624,0.23039940769839917
428,1.1505376344086022,160440.1182795699,-0.25904,-0.00928,AMG1608,Slim Harpo,I''m a King Bee,1797,35362,0.0,0.0,0.0,0.0,0.853,0.879,0.912,0.879,0.07294366197183098,0.4088802816901408,0.11061971830985914,0.08966197183098591,0.19896796757936958,0.33177740727364946,0.2313405500660976,0.2055779566833431
429,1.9458874458874458,11008.363636363636,0.27256,0.073693333,AMG1608,R.E.M.,Driver 8,9110,9614,0.0,0.0,0.0,0.0,0.911,0.906,0.915,0.962,0.07511331444759207,0.3650594900849858,0.09949150141643061,0.09343201133144477,0.20188956652264373,0.2913904682149849,0.22058518706016203,0.21484335456836906
430,37.7304347826087,160093.17971014493,-0.528753333,-0.48926,AMG1608,Merle Haggard,Are the Good Times Really Over (I Wish a Buck Was Still Silver),3347,132657,0.0,0.0,0.0,0.0,0.868,0.922,0.844,0.962,0.06269629629629629,0.3774444444444444,0.10865185185185185,0.08065185185185185,0.19322155452022685,0.2862837562549002,0.2308797887544381,0.20365350041371405
431,24.162393162393162,13535.94586894587,-0.112,-0.0445,AMG1608,Blind Faith,Can''t Find My Way Home,4540,10747,0.0,0.0,0.0,0.0,0.897,0.929,0.915,0.948,0.07016,0.3736861538461539,0.09014153846153845,0.07687384615384615,0.18668218916941814,0.29738334152044416,0.20815380034097686,0.1964370743000011
432,2.253822629969419,5647.45871559633,0.57752,0.088013333,AMG1608,MC5,Kick Out the Jams,4607,11070,0.0,0.0,0.0,0.0,0.929,0.922,0.915,0.962,0.12446278317152104,0.30336569579288025,0.1108770226537217,0.09066990291262136,0.25926270850143784,0.30777363327432905,0.2296734647535188,0.2008031788995368
433,6.435555555555555,6929.395555555556,0.403073333,0.092253333,AMG1608,Mission of Burma,Academy Fight Song,3322,2991,0.0,0.0,0.0,0.0,0.894,0.859,0.912,0.879,0.0775515873015873,0.37925793650793654,0.0879047619047619,0.08800396825396825,0.19998560037171723,0.3001048305164558,0.19968820032178128,0.20399524441796776
434,1.6910569105691058,1576.3373983739837,0.05078,0.166493333,AMG1608,Ian Dury,Wake Up and Make Love With Me,2343,1199,0.0,0.0,0.0,0.0,0.893,0.879,0.906,0.942,0.0781375,0.38474583333333334,0.08507083333333333,0.09424166666666668,0.20040505491520133,0.30075209418771875,0.2023493995060875,0.2111629482774951
435,4.405194805194805,3976.3142857142857,0.314566667,0.32562,AMG1608,David Bowie,Golden Years,5369,3876,0.0,0.0,0.0,0.0,0.917,0.922,0.915,0.942,0.05170814479638009,0.4181674208144796,0.07747058823529412,0.06554298642533937,0.1627139955031676,0.30615265118828205,0.18993270151760505,0.18127514874872622
436,3.0809248554913293,10076.488439306358,0.71272,0.68326,AMG1608,The B-52''s,Love Shack,3992,15685,0.0,0.0,0.0,0.0,0.868,0.924,0.906,0.962,0.06550173010380622,0.3711314878892733,0.10177854671280277,0.09282006920415224,0.19156191203584727,0.31251323862769426,0.21561914909122767,0.21909424218116652
437,1.4046822742474916,122461.18060200669,0.421473333,0.073926667,AMG1608,DJ Jazzy Jeff & the Fresh Prince,Girls Ain''t Nothing But Trouble,2562,92325,0.0,0.0,0.0,0.0,0.898,0.879,0.906,0.962,0.1374774193548387,0.2728387096774193,0.12113548387096776,0.1327290322580645,0.27250450575290436,0.287263928688579,0.2382111929234594,0.24948409911274175
438,0.8191780821917808,96927.67123287672,-0.37366,-0.156066667,AMG1608,Sade,By Your Side,3118,71498,0.0,0.0,0.0,0.0,0.828,0.984,0.875,0.962,0.043721804511278196,0.4972744360902256,0.07240601503759397,0.054357142857142854,0.14911473882245826,0.3198785557650904,0.19272314829363674,0.1792974241512622
439,0.9502923976608187,9017.19590643275,0.6071,0.33846,AMG1608,The Rolling Stones,Get off of My Cloud,3704,14590,0.0,0.0,0.0,0.0,0.828,0.954,0.915,0.906,0.07268131868131868,0.35703663003663005,0.10186446886446886,0.10110989010989012,0.19045448038377752,0.30451581404953115,0.22268358243774677,0.2267927168345118
440,2.9390581717451525,3426.2548476454294,0.557326667,-0.188913333,AMG1608,PJ Harvey,50ft Queenie,3602,4490,0.0,0.0,0.0,0.0,0.853,0.879,0.915,0.953,0.10066153846153846,0.3401884615384616,0.07853076923076922,0.1138653846153846,0.21965281674715648,0.30580299867336813,0.1883922093193467,0.2267018545214856
441,1.4278215223097113,4014.994750656168,0.597166667,0.498213333,AMG1608,Bachman-Turner Overdrive,Takin'' Care of Business,4418,5728,0.0,0.0,0.0,0.0,0.894,0.914,0.875,0.948,0.12932153392330384,0.3235191740412979,0.11147197640117995,0.10504719764011798,0.2506710753677865,0.31068873017427584,0.2194500825003169,0.22587584460069257
442,9.03921568627451,17837.875816993463,-0.431326667,-0.3715,AMG1608,Patsy Cline,Crazy,4166,21559,0.0,0.0,0.0,0.0,0.922,0.897,0.925,0.953,0.07359366754617414,0.3824934036939315,0.12738522427440632,0.09840105540897097,0.19393807597862597,0.32265793775706725,0.25160109393428925,0.21978641050408326
443,4.086378737541528,2091.186046511628,0.190173333,0.46514,AMG1608,Duke Ellington,"""Take the ""A"" Train""",2604,1346,0.0,0.0,0.0,0.0,0.849,0.897,0.906,0.948,0.09022388059701492,0.399089552238806,0.07424875621890548,0.09099502487562189,0.22325450639766642,0.2981321719310053,0.1941455068008149,0.22470546271758587
444,1.5625,1537.7857142857142,-0.380126667,-0.1362,AMG1608,Cat Power,Cross Bones Style,3083,1018,0.0,0.0,0.0,0.0,0.898,0.922,0.875,0.942,0.06466810344827587,0.3870344827586207,0.0884051724137931,0.07984913793103447,0.18250912856213175,0.3158967838180236,0.1989023332063968,0.20145977781476804
445,2.4472727272727273,2287.450909090909,0.48896,0.197666667,AMG1608,Jacques Brel,La Chanson de Jacky,3216,2800,0.0,0.0,0.0,0.0,0.853,0.984,0.961,0.962,0.04311656441717791,0.40276687116564425,0.06395705521472393,0.06770552147239263,0.14701635050741457,0.29470096939922225,0.1914138541915394,0.18240695015035013
446,1.2361111111111112,2828.7361111111113,0.76308,-0.523266667,AMG1608,Descendents,I Don''t Want to Grow Up,1904,2423,0.0,0.0,0.0,0.0,0.893,0.879,0.828,0.962,0.08055172413793103,0.428051724137931,0.10608620689655172,0.08466091954022989,0.21646571281290664,0.31116152464431635,0.2346821452271548,0.22876583926656213
447,1.4385964912280702,131.859649122807,0.100826667,0.111313333,AMG1608,Albert Ayler,Bells,1844,116,0.0,0.0,0.0,0.0,0.917,0.954,0.906,0.86,0.08118461538461537,0.37089230769230774,0.07066923076923078,0.08730769230769232,0.21575272181546434,0.293633485780109,0.18999532382909606,0.2118961587922545
448,1.7626262626262625,5657.095959595959,0.208893333,-0.100246667,AMG1608,Ride,Leave Them All Behind,3862,3418,0.0,0.0,0.0,0.0,0.94,0.922,0.915,0.843,0.03444886363636364,0.45163920454545453,0.06427272727272727,0.05377840909090909,0.13509546144267282,0.2890545408317154,0.1807727463053704,0.16325880661410866
449,30.34552845528455,10944.15650406504,0.133093333,0.164533333,AMG1608,The Beatles,I Am the Walrus,7093,6575,0.0,0.0,0.0,0.0,0.853,0.907,0.915,0.984,0.11114801444043321,0.2960667870036101,0.1065812274368231,0.11395848375451265,0.23008957239554412,0.293490487780279,0.2261569205286707,0.2335645708611014
450,1.66015625,941.734375,0.231313333,0.082126667,AMG1608,The Go-Betweens,Spring Rain,2241,853,0.0,0.0,0.0,0.0,0.853,0.922,0.925,0.86,0.061859223300970864,0.42150000000000004,0.09833980582524274,0.07314077669902913,0.1758690049852894,0.31770994211241355,0.22684747442206496,0.1757329586849726
451,0.5985663082437276,41107.07168458781,0.526666667,0.479486667,AMG1608,Ray Conniff,''S Wonderful,3515,15975,0.0,0.0,0.0,0.0,0.853,0.954,0.915,0.86,0.05543478260869565,0.3935739130434782,0.0812695652173913,0.06647391304347827,0.16495854344540445,0.30668613490456303,0.19421191422935694,0.17611493051077007
452,1.3994169096209912,10178.938775510203,0.191913333,-0.398873333,AMG1608,Shirley Bassey,Goldfinger,3417,12125,0.0,0.0,0.0,0.0,0.853,0.922,0.906,0.962,0.05223461538461538,0.4071230769230769,0.07482692307692307,0.06435769230769231,0.1626598968412068,0.3081355444461313,0.18203853395305575,0.17568521927767936
453,10.680722891566266,15461.927710843374,0.069566667,0.296286667,AMG1608,The Rascals,A Beautiful Morning,1378,5861,0.0,0.0,0.0,0.0,0.828,0.924,0.797,0.962,0.03975126903553299,0.46503553299492384,0.050005076142131975,0.04801522842639594,0.15079335793346707,0.27911018187970793,0.14901415825973185,0.15559685864429612
454,0.9055555555555556,603590.9694444444,-0.12722,0.245426667,AMG1608,Richard Thompson,1952 Vincent Black Lightning,3678,392262,0.0,0.0,0.0,0.0,0.853,0.922,0.961,0.948,0.08948231511254019,0.3552250803858521,0.11154019292604501,0.12284887459807074,0.21427192290241945,0.30651416977388,0.23418857336652127,0.25541282141956695
455,1.7668539325842696,28697.620786516854,-0.055906667,-0.390746667,AMG1608,Dinosaur Jr.,Start Choppin,3932,19546,0.0,0.0,0.0,0.0,0.94,0.971,0.915,0.922,0.06435031847133758,0.40429299363057325,0.10123248407643312,0.08693312101910829,0.18700591527580368,0.3088361075983583,0.2266164514460813,0.2053743064177065
456,6.416666666666667,1210.7628205128206,-0.284733333,-0.100933333,AMG1608,Jeri Southern,Smoke Gets in Your Eyes,2337,1212,0.0,0.0,0.0,0.0,0.828,0.984,0.915,0.942,0.04466666666666667,0.4081223628691983,0.11261603375527425,0.08081856540084388,0.15875389581055402,0.3182064105414086,0.2363502863916661,0.20927241995915352
457,1.8774703557312253,4988.687747035573,0.56658,0.373906667,AMG1608,George Jones,White Lightning,2714,2765,0.0,0.0,0.0,0.0,0.894,0.891,0.906,0.86,0.12236501901140685,0.35295817490494297,0.09005703422053232,0.10743346007604564,0.25744999483465175,0.3111593228527518,0.2025543009325773,0.2308895061863787
458,5.830342577487765,16225.967373572594,0.71302,-0.260833333,AMG1608,Metallica,Seek & Destroy,8915,19998,0.0,0.0,0.0,0.0,0.893,0.929,0.915,0.962,0.14176878612716762,0.29623699421965316,0.13478901734104046,0.15398554913294799,0.26558050173670733,0.29857974747937127,0.24989447612749066,0.27388094071980945
459,4.073569482288828,14367.90463215259,0.62162,0.564393333,AMG1608,Bachman-Turner Overdrive,You Ain''t Seen Nothing Yet,4173,18075,0.0,0.0,0.0,0.0,0.894,0.897,0.915,0.942,0.10632312925170068,0.3797108843537415,0.08072789115646259,0.0937891156462585,0.23110769251216462,0.3012697385666324,0.19532236617438567,0.2184246804771294
460,0.9144254278728606,22046.525672371637,-0.063013333,0.33142,AMG1608,The Small Faces,Itchycoo Park,4592,21831,0.0,0.0,0.0,0.0,0.853,0.922,0.961,0.948,0.052022004889975555,0.41244009779951113,0.10580684596577017,0.058638141809290965,0.16469959880926047,0.3013138500490194,0.23850251643363163,0.17955899438124878
461,1.9224806201550388,2071.4186046511627,0.326166667,-0.284266667,AMG1608,The Soft Boys,I Wanna Destroy You,2904,1672,0.0,0.0,0.0,0.0,0.893,0.924,0.875,0.948,0.08893607305936073,0.317689497716895,0.11586301369863015,0.10963013698630138,0.2088094595319211,0.31396029730475716,0.2094825417000531,0.24559049828742094
462,11.080975609756097,11101.08975609756,0.644453333,0.163133333,AMG1608,Violent Femmes,Blister in the Sun,14490,18117,0.0,0.0,0.0,0.0,0.885,0.986,0.915,0.962,0.09468367346938776,0.37250425170068024,0.09590986394557822,0.09398639455782315,0.23033436625457868,0.3058362292646897,0.21569676596393517,0.22150283564260104
463,1.4320557491289199,1133.3658536585365,0.177826667,-0.222226667,AMG1608,Patti Smith,Piss Factory,3892,2004,0.0,0.0,0.0,0.0,0.916,0.929,0.915,0.935,0.10671052631578948,0.33332017543859654,0.09286842105263157,0.10913596491228068,0.2351131782455926,0.2846298285964444,0.21126199418684918,0.22766302466088614
464,1.4871794871794872,19007.612535612534,-0.272373333,0.477446667,AMG1608,The Stylistics,You Make Me Feel Brand New,4467,11978,0.0,0.0,0.0,0.0,0.712,0.971,0.797,0.962,0.04097352941176471,0.48629999999999995,0.05899117647058824,0.04867941176470588,0.14176269965705077,0.29181130707711295,0.16088273247689233,0.1457443923225119
465,1.9852941176470589,1840.1286764705883,0.28954,0.251613333,AMG1608,Kirsty MacColl,A New England,2962,983,0.0,0.0,0.0,0.0,0.897,0.879,0.969,0.906,0.08444267515923568,0.35868471337579616,0.16017197452229298,0.0794140127388535,0.2156094673020291,0.31591979300483514,0.2899281430936813,0.20821176994797588
466,13.99671052631579,18291.754111842107,-0.196293333,0.178626667,AMG1608,Neil Young,Old Man,18657,51547,0.0,0.0,0.0,0.0,0.898,0.912,0.969,0.962,0.06656967464702272,0.3743069367710252,0.1032965009208103,0.06477409453652547,0.1881393919404169,0.2936912046147584,0.2264059374656282,0.1772490385380047
467,0.6307692307692307,12473.738461538462,0.355493333,0.28932,AMG1608,Burt Bacharach,(There''s) Always Something There to Remind Me,1976,7937,0.0,0.0,0.0,0.0,0.791,0.922,0.906,0.962,0.09983888888888891,0.36263888888888884,0.11173888888888889,0.0879888888888889,0.21828412021588592,0.31285089821307055,0.23384866815212763,0.20935818359420458
468,4.1720930232558135,2586.279069767442,0.367293333,0.12598,AMG1608,David Bowie,"""John",10404,8284,0.0,0.0,0.0,0.0,0.894,0.924,0.915,0.962,0.08140700483091788,0.36979106280193236,0.10252053140096619,0.0818900966183575,0.20366208302508954,0.3065406247132582,0.21930977977600646,0.20385838968680692
469,1.594387755102041,983.9336734693877,-0.491366667,0.216386667,AMG1608,Hoagy Carmichael,Georgia on My Mind,5105,1944,0.0,0.0,0.0,0.0,0.894,0.922,0.906,0.962,0.06473170731707317,0.3419487804878049,0.09951463414634147,0.11031219512195123,0.18567777441444996,0.29995831790462446,0.21513730426757383,0.23721686012216964
470,1.7370517928286853,771.8565737051792,0.491406667,-0.139446667,AMG1608,Primal Scream,Kowalski,2256,771,0.0,0.0,0.0,0.0,0.929,0.879,0.906,0.962,0.10739473684210525,0.32661842105263156,0.07657894736842104,0.11707894736842105,0.23343019881853352,0.30325461804732146,0.19488531272716636,0.24719752475013423
471,1.9067245119305858,8054.644251626898,0.13602,-0.180133333,AMG1608,Bob Dylan,Masters of War,7316,10095,0.0,0.0,0.0,0.0,0.897,0.924,0.915,0.984,0.11658917197452227,0.31434235668789806,0.1375015923566879,0.17063057324840766,0.2435711647360178,0.30595838234598266,0.25519436567405346,0.29824560993998667
472,2.0050251256281406,2362.7688442211056,0.310813333,0.496366667,AMG1608,Jackie Brenston,Rocket 88,2737,3308,0.0,0.0,0.0,0.0,0.828,0.984,0.906,0.812,0.08721052631578946,0.3515328947368421,0.0906842105263158,0.06268421052631579,0.2128750723893107,0.3048098944562863,0.20162106024538196,0.16896746898990955
473,2.1611479028697573,12398.98233995585,0.27576,-0.020386667,AMG1608,Peter Murphy,Cuts You Up,5211,8281,0.0,0.0,0.0,0.0,0.929,0.984,0.961,0.844,0.06953191489361701,0.35397074468085105,0.09634308510638298,0.07792287234042553,0.18700756217879733,0.3034113189635108,0.21338229068674702,0.19042856062609848
474,0.9516129032258065,8837.564516129032,0.271753333,0.43852,AMG1608,Johnny Cash,Daddy Sang Bass,1318,3891,0.0,0.0,0.0,0.0,0.828,0.906,0.806,0.828,0.11851428571428571,0.34601904761904756,0.09071428571428572,0.10558095238095239,0.24531228583668124,0.3194945822627327,0.1876940387913324,0.21421034688040333
475,1.6219512195121952,1474.4908536585365,-0.07992,-0.034613333,AMG1608,The Dukes of Stratosphear,The Mole from the Ministry,4906,1263,0.0,0.0,0.0,0.0,0.893,0.909,0.906,0.935,0.06207183908045977,0.399801724137931,0.09270689655172414,0.09351724137931036,0.18483443174519104,0.321405205923478,0.20956293273503307,0.20902545173095696
476,1.3805309734513274,5801.741150442478,0.360686667,0.21826,AMG1608,Nick Lowe,Cruel to Be Kind,5516,9187,0.0,0.0,0.0,0.0,0.94,0.924,0.844,0.962,0.10998950131233595,0.38016797900262467,0.09540419947506562,0.10895538057742782,0.2427925037753174,0.3047879299367272,0.20885450585011792,0.2313965850716369
477,1.1525,3133.1,-0.186073333,0.182913333,AMG1608,Donovan,Wear Your Love Like Heaven,4304,3639,0.0,0.0,0.0,0.0,0.94,0.891,0.961,0.86,0.043455621301775146,0.45665976331360947,0.05100887573964498,0.040171597633136095,0.16143997639125596,0.29980401052413114,0.15199784253283774,0.12922854926300537
478,8.116564417177914,19816.91717791411,0.031766667,0.404586667,AMG1608,The Zombies,Time of the Season,6751,33265,0.0,0.0,0.0,0.0,0.94,0.891,0.875,0.962,0.09112304687499999,0.381693359375,0.0827734375,0.09662109375,0.2233604111830229,0.304916551599256,0.19684107906763956,0.22023366212691176
479,1.6666666666666667,891.968253968254,0.208373333,-0.403593333,AMG1608,The Monks,I Hate You,2006,581,0.0,0.0,0.0,0.0,0.853,0.897,0.797,0.962,0.13852147239263804,0.2997668711656442,0.09495705521472393,0.15008588957055213,0.25750515606544233,0.3107028585370803,0.21599183654250248,0.2669699293829334
480,2.2468619246861925,1402.1882845188284,-0.165706667,0.072353333,AMG1608,Davy Graham,Angi,2743,1053,0.0,0.0,0.0,0.0,0.922,0.922,0.925,0.953,0.07097395833333334,0.3427760416666667,0.09642187499999999,0.10571354166666665,0.1909478269494322,0.293956093970095,0.20913162302565708,0.21851113579146905
481,2.2033898305084745,735.2033898305085,-0.4074,-0.491233333,AMG1608,Tom Waits,Downtown Train,1089,265,0.0,0.0,0.0,0.0,0.735,0.922,0.719,0.844,0.11024137931034482,0.3219770114942529,0.11521839080459771,0.10524137931034483,0.2207415602177753,0.29999492154660834,0.21892726971596607,0.2283808001907117
482,2.1182432432432434,500.68581081081084,0.30926,0.519846667,AMG1608,Belle & Sebastian,The Boy With the Arab Strap,3835,821,0.0,0.0,0.0,0.0,0.853,0.984,0.915,0.923,0.08985173501577286,0.379173501577287,0.10983911671924292,0.09471608832807571,0.20888895384040093,0.31393894763140706,0.22780094016148802,0.2178990043600615
483,1.3233082706766917,2338.7406015037595,0.005146667,-0.165426667,AMG1608,John Lee Hooker,Hobo Blues,3759,3212,0.0,0.0,0.0,0.0,0.894,0.891,0.969,0.962,0.08905864197530865,0.3281296296296296,0.11615432098765432,0.09567901234567901,0.20371933194941214,0.311899615487161,0.2404074217516665,0.21375339960567732
484,2.450310559006211,12200.89751552795,-0.185866667,0.009326667,AMG1608,Antonio Carlos Jobim,Agua de Beber,2469,11569,0.0,0.0,0.0,0.0,0.853,0.984,0.797,0.962,0.11232317073170732,0.34610365853658537,0.09531707317073172,0.15049390243902439,0.2469004154823254,0.30018725482937003,0.21557304872970642,0.3002837614422474
485,3.078838174273859,511.7717842323651,-0.447446667,-0.3863,AMG1608,Nick Drake,Time Has Told Me,4180,370,0.0,0.0,0.0,0.0,0.814,0.863,0.969,0.948,0.037692579505300354,0.3830918727915194,0.10268551236749117,0.05841342756183745,0.14263550549218276,0.29317544677767393,0.2340501477649541,0.16749214683586014
486,1.8683274021352314,3730.6512455516013,0.1568,-0.113846667,AMG1608,Buck Owens,I''ve Got a Tiger by the Tail,3259,3628,0.0,0.0,0.0,0.0,0.859,0.924,0.915,0.86,0.0493780487804878,0.3633292682926829,0.13167073170731708,0.07832012195121951,0.15295416276815646,0.3015661486562527,0.2528202056570119,0.19893229825259265
487,1.1419354838709677,35953.5,0.39008,0.009506667,AMG1608,Os Mutantes,Bat Macumba,3800,26523,0.0,0.0,0.0,0.0,0.853,0.924,0.915,0.962,0.04858874458874459,0.40521645021645025,0.10631601731601731,0.06551082251082252,0.15870511252738562,0.29324292628326154,0.24694443954175405,0.1889924972394375
488,38.409876543209876,62631.64938271605,-0.118486667,-0.253726667,AMG1608,David Bowie,Space Oddity,9861,143658,0.0,0.0,0.0,0.0,0.906,0.984,0.915,0.953,0.07146559139784946,0.366758064516129,0.10931935483870966,0.0839247311827957,0.1925874618496901,0.29607327985599957,0.22816798844051567,0.20068368807664977
489,324.2462734931951,25446.283862605313,0.179953333,0.084033333,AMG1608,The Smiths,"""William",24430,104546,0.0,0.0,0.0,0.0,0.959,0.984,0.969,0.962,0.1470178735105408,0.2374825847846013,0.15462236480293307,0.1632135655362053,0.26129079675530137,0.2881957175084286,0.26896893731105503,0.26686887606058446
490,1.2910798122065728,2903.1220657276995,0.344093333,-0.204586667,AMG1608,Bob Mould,Poison Years,1971,1349,0.0,0.0,0.0,0.0,0.929,0.864,0.812,0.962,0.17197727272727273,0.29238068181818183,0.1011534090909091,0.18793749999999998,0.29629435083656647,0.3078573648792402,0.22401044437327403,0.2936444138506883
491,4.537897310513447,51111.21271393643,0.258233333,0.093873333,AMG1608,Morrissey,Suedehead,3740,25947,0.0,0.0,0.0,0.0,0.893,0.954,0.906,0.962,0.06645454545454546,0.4328316498316498,0.09276094276094275,0.07842087542087542,0.1947443545686592,0.31713810819669663,0.22020409779473837,0.20007267590509617
492,13.221565731166914,28244.78434268833,0.257846667,-0.228946667,AMG1608,The Beatles,Eleanor Rigby,11327,23513,0.0,0.0,0.0,0.0,0.938,0.971,0.961,0.942,0.14046990496304115,0.3192502639915523,0.1136610348468849,0.10178458289334742,0.2570204413771799,0.31598690610238,0.22515102329289344,0.21203882441703645
493,1.390092879256966,3476.9287925696594,0.125593333,-0.161833333,AMG1608,Crowded House,Better Be Home Soon,3874,3112,0.0,0.0,0.0,0.0,0.853,0.932,0.969,0.879,0.0557448275862069,0.4001103448275862,0.12756551724137932,0.07097241379310346,0.17529432606818818,0.3215040694526605,0.2513170377791869,0.18687712021512262
494,3.5719178082191783,18000.91609589041,0.575406667,-0.013026667,AMG1608,White Zombie,Thunder Kiss ''65,6437,25439,0.0,0.0,0.0,0.0,0.897,0.924,0.953,0.984,0.11378776290630975,0.336678776290631,0.11461185468451243,0.11369216061185468,0.24151743883191615,0.30300581040423885,0.22919473477642444,0.24324692780920756
495,19.965442764578835,29411.153347732183,0.643733333,0.397566667,AMG1608,Charlie Daniels,The Devil Went Down to Georgia,5139,29763,0.0,0.0,0.0,0.0,0.853,0.984,0.915,0.962,0.1918901303538175,0.27149906890130354,0.19152513966480447,0.1937411545623836,0.3004456221371241,0.30071139610784864,0.27640587015676177,0.3106278398485284
496,7.230994152046784,99405.77485380117,0.20006,0.474546667,AMG1608,Barenaked Ladies,"""If I Had $1",4048,60405,0.0,0.0,0.0,0.0,0.894,0.984,0.844,0.962,0.08178550724637682,0.37763768115942026,0.09362608695652175,0.0841536231884058,0.20591136137386368,0.32561800682195136,0.2115587276567076,0.19775524320490726
497,1.5501730103806228,15515.858131487888,0.405913333,-0.05268,AMG1608,The Fall,Totally Wired,2306,15393,0.0,0.0,0.0,0.0,0.922,0.859,0.961,0.962,0.16475119617224881,0.2684497607655502,0.14539712918660286,0.1753492822966507,0.27571284412306163,0.2875488564047056,0.26624312954549706,0.2908517953158012
498,1.156989247311828,17412.898924731184,-0.064266667,0.250186667,AMG1608,Kenny Rogers,Through the Years,3321,12375,0.0,0.0,0.0,0.0,0.853,0.929,0.915,0.86,0.0578581081081081,0.42597972972972975,0.10509797297297298,0.06891891891891891,0.18206780298336186,0.3131686602411149,0.22926690950175826,0.19844623618957946
499,2.2992700729927007,12984.71897810219,0.0596,0.110566667,AMG1608,Belle & Sebastian,Judy and the Dream of Horses,2783,12798,0.0,0.0,0.0,0.0,0.922,0.879,0.906,0.962,0.06567579908675798,0.43614611872146114,0.1178082191780822,0.07374429223744292,0.180294610860134,0.324017805350891,0.24180399926505683,0.2009273874999305
