query_index,score,submission.score,arousal,valence,dataset,artist_name,song_name,n_words,submission.n_comments,min.Sentiment,max.Sentiment,mean.Sentiment,std.Sentiment
366,1.983695652173913,50884.315217391304,0.56474,0.48926,AMG1608,New Edition,Candy Girl,1428,26982,-1.0,1.0,0.30454545454545456,0.7722216498281194
367,1.5685279187817258,54163.30964467005,0.549093333,0.563926667,AMG1608,Chuck Berry,You Never Can Tell,2769,21405,-1.0,1.0,0.3261538461538461,0.8116202593541588
368,1.509009009009009,2446.445945945946,-0.255893333,-0.181566667,AMG1608,The Band,The Unfaithful Servant,2480,2076,-1.0,1.0,0.375,0.7773669423491874
369,1.5871212121212122,205922.06818181818,0.07596,-0.119793333,AMG1608,Billy Bragg,Greetings to the New Brunette,1995,81836,-1.0,1.0,0.48036253776435045,0.6933064312135183
370,1.6226415094339623,1022.1415094339623,0.076093333,-0.047413333,AMG1608,"John Lennon, The Beatles",No Reply,982,311,-1.0,1.0,0.2748091603053435,0.8325441555811718
371,1.7474489795918366,9602.84693877551,0.02618,-0.174706667,AMG1608,Bruce Springsteen,Atlantic City,4787,8072,-1.0,1.0,0.2972222222222222,0.8156965371225842
372,1.8895184135977336,4102.359773371105,0.158326667,0.04324,AMG1608,Gin Blossoms,Til I Hear It from You,4476,691,-1.0,1.0,0.291866028708134,0.8229215435876847
373,1.4885496183206106,2976.9656488549617,0.1568,-0.113846667,AMG1608,Buck Owens,I''ve Got a Tiger by the Tail,2935,2905,-1.0,1.0,0.3339222614840989,0.7891842910711419
374,2.593429158110883,31232.71047227926,-0.430373333,-0.214933333,AMG1608,Bob Dylan,Desolation Row,7429,32269,-1.0,1.0,0.28547439126784213,0.8173222865809796
375,1.0,1909.006329113924,-0.4054,-0.3243,AMG1608,Carole King,No Easy Way Down,1881,642,-1.0,1.0,0.5289256198347108,0.6765102074874233
376,1.0833333333333333,10285.40873015873,0.369106667,0.27256,AMG1608,Mott the Hoople,Rock and Roll Queen,3594,8250,-1.0,1.0,0.31746031746031744,0.7991127649748961
377,2.7517482517482517,1951.8041958041958,0.423226667,0.246953333,AMG1608,They Might Be Giants,Purple Toupee,2984,1455,-1.0,1.0,0.29292929292929293,0.7953880886646342
378,4.649595687331536,344898.46091644204,-0.462826667,-0.26974,AMG1608,Willie Nelson,Funny How Time Slips Away,3712,266316,-1.0,1.0,0.45068285280728376,0.7346682073893548
379,2.943204868154158,69268.20689655172,0.339773333,-0.087026667,AMG1608,Swervedriver,Duel,4203,62021,-1.0,1.0,0.31950207468879666,0.8026919914683557
380,0.8083623693379791,1791.6794425087107,0.078026667,-0.07442,AMG1608,Todd Rundgren,Zen Archer,3768,3104,-1.0,1.0,0.439469320066335,0.7205348583036078
381,1.348314606741573,17768.705056179777,0.343353333,0.508153333,AMG1608,Louis Jordan,Choo Choo Ch''Boogie,4035,15165,-1.0,1.0,0.34839650145772594,0.8192334285417662
382,1.4473684210526316,125153.66666666667,-0.195606667,-0.6162,AMG1608,Unwound,MK Ultra,2208,70375,-1.0,1.0,0.32972972972972975,0.8161197321906446
383,1.2876254180602007,6328.658862876254,-0.08012,-0.023126667,AMG1608,The Flatlanders,Dallas,2593,7448,-1.0,1.0,0.31990521327014215,0.8035148383864475
384,1.726923076923077,61762.81538461539,0.233926667,0.401106667,AMG1608,Stereolab,Lo Boob Oscillator,3256,40074,-1.0,1.0,0.2857142857142857,0.8332125001237519
385,1.6723646723646723,2277.4387464387464,-0.152646667,0.074206667,AMG1608,The Turtles,You Showed Me,3440,3806,-1.0,1.0,0.41535776614310643,0.7469575254701833
386,0.8888888888888888,752.1481481481482,0.233166667,0.442666667,AMG1608,King Oliver,King Porter Stomp,2127,615,-1.0,1.0,0.3890577507598784,0.7773481498305155
387,2.832699619771863,1447.7604562737642,-0.298246667,-0.272546667,AMG1608,Billie Holiday,"""Lover",2835,919,-1.0,1.0,0.33153638814016173,0.8057580353370126
388,2.671875,1033.828125,0.28354,-0.585,AMG1608,The Stooges,L.A. Blues,1727,945,-1.0,1.0,0.2644927536231884,0.8606383022036763
389,1.1733870967741935,18133.959677419356,0.431386667,0.097033333,AMG1608,Eddie & the Hot Rods,Do Anything You Wanna Do,2016,6759,-1.0,1.0,0.44,0.7683521090643597
390,3.86231884057971,503.65942028985506,0.57244,0.224,AMG1608,MC5,Looking at You,1416,146,-1.0,1.0,0.44404332129963897,0.7622969472571858
391,2.824626865671642,621.8880597014926,-0.34392,-0.02164,AMG1608,The Zombies,Beechwood Park,3509,492,-1.0,1.0,0.3664259927797834,0.7917014473107696
392,1.3928571428571428,7458.678571428572,0.63196,0.666053333,AMG1608,The Beach Boys,Surfin'' U.S.A.,3545,6826,-1.0,1.0,0.41735537190082644,0.7527646970895576
393,11.326347305389222,20958.38622754491,0.34776,0.387333333,AMG1608,The Move,Flowers in the Rain,3532,15134,-1.0,1.0,0.37302977232924694,0.7763439490214559
394,11.430967741935484,8066.233548387097,0.58176,-0.20924,AMG1608,Dead Kennedys,Holiday in Cambodia,9970,11793,-1.0,1.0,0.23855755894590847,0.824644772311971
395,1.2113095238095237,6493.047619047619,0.070146667,-0.040593333,AMG1608,Cat Stevens,The First Cut Is the Deepest,3924,3531,-1.0,1.0,0.3708838821490468,0.7757510353102358
396,1.6764705882352942,2286.1372549019607,0.598633333,0.307773333,AMG1608,Johnny Burnette,The Train Kept A Rollin'',2189,3620,-1.0,1.0,0.3356164383561644,0.8146206695099072
397,5.872781065088757,6700.0207100591715,0.115086667,0.486073333,AMG1608,Paul Mauriat,Love Is Blue,3475,14837,-1.0,1.0,0.4068627450980392,0.8060898193375354
398,1.8391608391608392,2133.7972027972028,-0.021646667,0.19202,AMG1608,Paul McCartney,Another Day,3278,1842,-1.0,1.0,0.3264367816091954,0.8225591976672787
399,3.941747572815534,493.41747572815535,0.079393333,-0.386993333,AMG1608,Johnny Cash,Cry Cry Cry,900,146,-1.0,1.0,0.2191780821917808,0.8427635221548909
400,2.171641791044776,5109.205223880597,0.455506667,0.30562,AMG1608,The Ramones,Sheena Is a Punk Rocker,2698,2128,-1.0,1.0,0.2099125364431487,0.8036581154923802
401,1.7468030690537084,2551.923273657289,-0.506206667,-0.255953333,AMG1608,Jackson Browne,Late for the Sky,5463,4794,-1.0,1.0,0.2235294117647059,0.8149318181574278
402,0.7176470588235294,4486.058823529412,0.60464,-0.11926,AMG1608,The Damned,Neat Neat Neat,1607,2148,-1.0,1.0,0.2570093457943925,0.8359989834812777
403,2.2313432835820897,1224.4141791044776,0.00628,0.183693333,AMG1608,Thelonious Monk,"""Well",3951,1387,-1.0,1.0,0.3878887070376432,0.7757285062845274
404,4.167741935483871,13901.783870967742,0.394306667,0.165533333,AMG1608,The Cars,Just What I Needed,6679,25354,-1.0,1.0,0.35320284697508897,0.7659136691984837
405,1.1578947368421053,34.078947368421055,-0.281473333,-0.28796,AMG1608,Yo La Tengo,"""Barnaby",501,38,-1.0,1.0,0.2289156626506024,0.8457252798030996
406,2.1538461538461537,2638.8595317725753,-0.159153333,0.130606667,AMG1608,Gram Parsons,Return of the Grievous Angel,2657,2243,-1.0,1.0,0.404,0.7937531657740666
407,2.1088235294117648,27385.773529411767,0.552033333,0.133413333,AMG1608,Loop,Arc-Lite,2789,14012,-1.0,1.0,0.23851203501094093,0.8205183804667561
408,3.472,3253.856,0.36676,-0.06088,AMG1608,Pussy Galore,New Breed,2721,1941,-1.0,1.0,0.4131455399061033,0.7627911362829444
409,0.6875,29.125,0.165066667,0.03294,AMG1608,Bo Diddley,I''m a Man,117,20,-1.0,1.0,0.3,0.9486832980505138
410,2.835125448028674,11491.121863799282,0.060573333,-0.082613333,AMG1608,Bessie Smith,Gimme a Pigfoot (And a Bottle of Beer),2474,7522,-1.0,1.0,0.33534743202416917,0.801090989129573
411,5.6072144288577155,45866.7254509018,0.429413333,0.68338,AMG1608,The Archies,"""Sugar",10561,42549,-1.0,1.0,0.14339861023373343,0.8572028849786766
412,0.9689922480620154,9677.53488372093,0.091533333,-0.09762,AMG1608,Moe Bandy,Just Good Ol'' Boys,2325,6040,-1.0,1.0,0.3211009174311927,0.797396845396466
413,2.8963133640552994,18241.76728110599,0.30568,0.26214,AMG1608,Ben Folds,Rockin'' the Suburbs,4459,18028,-1.0,1.0,0.2927927927927928,0.7889322806596109
414,0.764525993883792,15548.651376146789,0.401206667,-0.13014,AMG1608,The Saints,(I''m) Stranded,4013,16482,-1.0,1.0,0.39114391143911437,0.7869986633228281
415,18.543773119605426,162174.79161528975,0.667173333,0.57508,AMG1608,Bee Gees,Stayin'' Alive,8184,227351,-1.0,1.0,0.2088078967350038,0.8184692827881114
416,1.9294117647058824,1399.3823529411766,-0.170113333,-0.151946667,AMG1608,The Everly Brothers,Problems,1712,432,-1.0,1.0,0.3730769230769231,0.8073301690027457
417,3.0697674418604652,3542.2372093023255,0.078206667,-0.211026667,AMG1608,Wire,I Am the Fly,1825,4109,-1.0,1.0,0.24369747899159663,0.800489160099408
418,10.146341463414634,6727.5331010452965,0.52322,0.601646667,AMG1608,Chic,Good Times,9307,6902,-1.0,1.0,0.3635786802030457,0.7435092323350128
419,2.0067567567567566,480.6283783783784,0.69802,-0.222353333,AMG1608,Essential Logic,Aerosol Burns,1560,242,-1.0,1.0,0.48523206751054854,0.7225141844724764
420,2.450657894736842,1339.2697368421052,-0.146166667,0.399193333,AMG1608,Eagles,Peaceful Easy Feeling,4193,1505,-1.0,1.0,0.30647709320695105,0.7960975267025497
421,1.5748031496062993,4000.808398950131,-0.387213333,-0.093806667,AMG1608,Simon & Garfunkel,The Dangling Conversation,5245,3721,-1.0,1.0,0.31686358754027927,0.7948254976371937
422,1.2191235059760956,4750.286852589641,-0.353053333,0.132533333,AMG1608,Kris Kristofferson,Loving Her Was Easier (Than Anything I''ll Ever Do Again),2921,3984,-1.0,1.0,0.41838649155722324,0.7800373670232197
423,3.8389423076923075,52813.82932692308,0.601413333,0.58522,AMG1608,Bee Gees,Night Fever,6106,38215,-1.0,1.0,0.36217948717948717,0.7685121077305853
424,2.8766666666666665,59256.926666666666,0.676373333,0.337133333,AMG1608,Warrant,Cherry Pie,2435,40604,-1.0,1.0,0.35356200527704484,0.781097266624486
425,2.135135135135135,1428.8603603603603,-0.07232,-0.327153333,AMG1608,The Beatles,Baby''s in Black,1869,1095,-1.0,1.0,0.4,0.7548091428336458
426,1.4812286689419796,4524.805460750853,0.59696,0.488653333,AMG1608,Dimitri from Paris,Sacre Francais,4053,5170,-1.0,1.0,0.2744360902255639,0.8391686438714219
427,1.4411764705882353,6391.114379084967,-0.138446667,0.421666667,AMG1608,Harry Nilsson,Coconut,2546,6556,-1.0,1.0,0.3285302593659942,0.816285734343854
428,1.1505376344086022,160440.1182795699,-0.25904,-0.00928,AMG1608,Slim Harpo,I''m a King Bee,1797,35362,-1.0,1.0,0.25524475524475526,0.8258268219697619
429,1.9458874458874458,11008.363636363636,0.27256,0.073693333,AMG1608,R.E.M.,Driver 8,9110,9614,-1.0,1.0,0.2587883320867614,0.7903133792039635
430,37.7304347826087,160093.17971014493,-0.528753333,-0.48926,AMG1608,Merle Haggard,Are the Good Times Really Over (I Wish a Buck Was Still Silver),3347,132657,-1.0,1.0,0.375,0.7760776062607767
431,24.162393162393162,13535.94586894587,-0.112,-0.0445,AMG1608,Blind Faith,Can''t Find My Way Home,4540,10747,-1.0,1.0,0.41050903119868637,0.7709494554310856
432,2.253822629969419,5647.45871559633,0.57752,0.088013333,AMG1608,MC5,Kick Out the Jams,4607,11070,-1.0,1.0,0.19384615384615383,0.8451578609260108
433,6.435555555555555,6929.395555555556,0.403073333,0.092253333,AMG1608,Mission of Burma,Academy Fight Song,3322,2991,-1.0,1.0,0.35185185185185186,0.7875753386751945
434,1.6910569105691058,1576.3373983739837,0.05078,0.166493333,AMG1608,Ian Dury,Wake Up and Make Love With Me,2343,1199,-1.0,1.0,0.33658536585365856,0.8088012493252051
435,4.405194805194805,3976.3142857142857,0.314566667,0.32562,AMG1608,David Bowie,Golden Years,5369,3876,-1.0,1.0,0.3579725448785639,0.7608602753813958
436,3.0809248554913293,10076.488439306358,0.71272,0.68326,AMG1608,The B-52''s,Love Shack,3992,15685,-1.0,1.0,0.2713815789473684,0.7935303050902839
437,1.4046822742474916,122461.18060200669,0.421473333,0.073926667,AMG1608,DJ Jazzy Jeff & the Fresh Prince,Girls Ain''t Nothing But Trouble,2562,92325,-1.0,1.0,0.3482758620689655,0.7844159838679502
438,0.8191780821917808,96927.67123287672,-0.37366,-0.156066667,AMG1608,Sade,By Your Side,3118,71498,-1.0,1.0,0.4532710280373832,0.7743931983619163
439,0.9502923976608187,9017.19590643275,0.6071,0.33846,AMG1608,The Rolling Stones,Get off of My Cloud,3704,14590,-1.0,1.0,0.34530938123752497,0.8040665109876275
440,2.9390581717451525,3426.2548476454294,0.557326667,-0.188913333,AMG1608,PJ Harvey,50ft Queenie,3602,4490,-1.0,1.0,0.2898550724637681,0.805632608018742
441,1.4278215223097113,4014.994750656168,0.597166667,0.498213333,AMG1608,Bachman-Turner Overdrive,Takin'' Care of Business,4418,5728,-1.0,1.0,0.29774436090225564,0.8168469136462251
442,9.03921568627451,17837.875816993463,-0.431326667,-0.3715,AMG1608,Patsy Cline,Crazy,4166,21559,-1.0,1.0,0.3264659270998415,0.8035121506350398
443,4.086378737541528,2091.186046511628,0.190173333,0.46514,AMG1608,Duke Ellington,"""Take the ""A"" Train""",2604,1346,-1.0,1.0,0.4358974358974359,0.7258368993164358
444,1.5625,1537.7857142857142,-0.380126667,-0.1362,AMG1608,Cat Power,Cross Bones Style,3083,1018,-1.0,1.0,0.3197424892703863,0.7915662561319131
445,2.4472727272727273,2287.450909090909,0.48896,0.197666667,AMG1608,Jacques Brel,La Chanson de Jacky,3216,2800,-1.0,1.0,0.39634146341463417,0.7907639819156533
446,1.2361111111111112,2828.7361111111113,0.76308,-0.523266667,AMG1608,Descendents,I Don''t Want to Grow Up,1904,2423,-1.0,1.0,0.4057507987220447,0.7584347253201658
447,1.4385964912280702,131.859649122807,0.100826667,0.111313333,AMG1608,Albert Ayler,Bells,1844,116,-1.0,1.0,0.3900709219858156,0.7664963932927666
448,1.7626262626262625,5657.095959595959,0.208893333,-0.100246667,AMG1608,Ride,Leave Them All Behind,3862,3418,-1.0,1.0,0.46763754045307443,0.7333818015122837
449,30.34552845528455,10944.15650406504,0.133093333,0.164533333,AMG1608,The Beatles,I Am the Walrus,7093,6575,-1.0,1.0,0.09667673716012085,0.835646741780892
450,1.66015625,941.734375,0.231313333,0.082126667,AMG1608,The Go-Betweens,Spring Rain,2241,853,-1.0,1.0,0.3878116343490305,0.7918094102734567
451,0.5985663082437276,41107.07168458781,0.526666667,0.479486667,AMG1608,Ray Conniff,''S Wonderful,3515,15975,-1.0,1.0,0.3983957219251337,0.7777727143987183
452,1.3994169096209912,10178.938775510203,0.191913333,-0.398873333,AMG1608,Shirley Bassey,Goldfinger,3417,12125,-1.0,1.0,0.4446601941747573,0.7369788147649928
453,10.680722891566266,15461.927710843374,0.069566667,0.296286667,AMG1608,The Rascals,A Beautiful Morning,1378,5861,-1.0,1.0,0.5447154471544715,0.708571803229454
454,0.9055555555555556,603590.9694444444,-0.12722,0.245426667,AMG1608,Richard Thompson,1952 Vincent Black Lightning,3678,392262,-1.0,1.0,0.32562277580071175,0.780112693569015
455,1.7668539325842696,28697.620786516854,-0.055906667,-0.390746667,AMG1608,Dinosaur Jr.,Start Choppin,3932,19546,-1.0,1.0,0.41256366723259763,0.759012772765981
456,6.416666666666667,1210.7628205128206,-0.284733333,-0.100933333,AMG1608,Jeri Southern,Smoke Gets in Your Eyes,2337,1212,-1.0,1.0,0.3743718592964824,0.7891241086505095
457,1.8774703557312253,4988.687747035573,0.56658,0.373906667,AMG1608,George Jones,White Lightning,2714,2765,-1.0,1.0,0.31873479318734793,0.8193479592177468
458,5.830342577487765,16225.967373572594,0.71302,-0.260833333,AMG1608,Metallica,Seek & Destroy,8915,19998,-1.0,1.0,0.21689785624211855,0.8275184816725225
459,4.073569482288828,14367.90463215259,0.62162,0.564393333,AMG1608,Bachman-Turner Overdrive,You Ain''t Seen Nothing Yet,4173,18075,-1.0,1.0,0.3180379746835443,0.8012216970023948
460,0.9144254278728606,22046.525672371637,-0.063013333,0.33142,AMG1608,The Small Faces,Itchycoo Park,4592,21831,-1.0,1.0,0.36363636363636365,0.7773532497303335
461,1.9224806201550388,2071.4186046511627,0.326166667,-0.284266667,AMG1608,The Soft Boys,I Wanna Destroy You,2904,1672,-1.0,1.0,0.3333333333333333,0.8203571063814351
462,11.080975609756097,11101.08975609756,0.644453333,0.163133333,AMG1608,Violent Femmes,Blister in the Sun,14490,18117,-1.0,1.0,0.25809236081139403,0.7911592596908918
463,1.4320557491289199,1133.3658536585365,0.177826667,-0.222226667,AMG1608,Patti Smith,Piss Factory,3892,2004,-1.0,1.0,0.31453362255965295,0.7931673225647016
464,1.4871794871794872,19007.612535612534,-0.272373333,0.477446667,AMG1608,The Stylistics,You Make Me Feel Brand New,4467,11978,-1.0,1.0,0.4572425828970332,0.7481941467697071
465,1.9852941176470589,1840.1286764705883,0.28954,0.251613333,AMG1608,Kirsty MacColl,A New England,2962,983,-1.0,1.0,0.29766536964980544,0.8134555540940821
466,13.99671052631579,18291.754111842107,-0.196293333,0.178626667,AMG1608,Neil Young,Old Man,18657,51547,-1.0,1.0,0.3600665557404326,0.7681249730766029
467,0.6307692307692307,12473.738461538462,0.355493333,0.28932,AMG1608,Burt Bacharach,(There''s) Always Something There to Remind Me,1976,7937,-1.0,1.0,0.24567474048442905,0.8282283078656628
468,4.1720930232558135,2586.279069767442,0.367293333,0.12598,AMG1608,David Bowie,"""John",10404,8284,-1.0,1.0,0.3188405797101449,0.7833555489254652
469,1.594387755102041,983.9336734693877,-0.491366667,0.216386667,AMG1608,Hoagy Carmichael,Georgia on My Mind,5105,1944,-1.0,1.0,0.30013106159895153,0.8134934765218601
470,1.7370517928286853,771.8565737051792,0.491406667,-0.139446667,AMG1608,Primal Scream,Kowalski,2256,771,-1.0,1.0,0.2801120448179272,0.7896607071106645
471,1.9067245119305858,8054.644251626898,0.13602,-0.180133333,AMG1608,Bob Dylan,Masters of War,7316,10095,-1.0,1.0,0.27252081756245267,0.8033511749924533
472,2.0050251256281406,2362.7688442211056,0.310813333,0.496366667,AMG1608,Jackie Brenston,Rocket 88,2737,3308,-1.0,1.0,0.3203342618384401,0.7734446636531033
473,2.1611479028697573,12398.98233995585,0.27576,-0.020386667,AMG1608,Peter Murphy,Cuts You Up,5211,8281,-1.0,1.0,0.33661971830985915,0.786475854588311
474,0.9516129032258065,8837.564516129032,0.271753333,0.43852,AMG1608,Johnny Cash,Daddy Sang Bass,1318,3891,-1.0,1.0,0.30991735537190085,0.8090673857196943
475,1.6219512195121952,1474.4908536585365,-0.07992,-0.034613333,AMG1608,The Dukes of Stratosphear,The Mole from the Ministry,4906,1263,-1.0,1.0,0.4231770833333333,0.7500260298974198
476,1.3805309734513274,5801.741150442478,0.360686667,0.21826,AMG1608,Nick Lowe,Cruel to Be Kind,5516,9187,-1.0,1.0,0.3491271820448878,0.7902688341611867
477,1.1525,3133.1,-0.186073333,0.182913333,AMG1608,Donovan,Wear Your Love Like Heaven,4304,3639,-1.0,1.0,0.5103011093502378,0.7145684043024424
478,8.116564417177914,19816.91717791411,0.031766667,0.404586667,AMG1608,The Zombies,Time of the Season,6751,33265,-1.0,1.0,0.3979007633587786,0.770191668971183
479,1.6666666666666667,891.968253968254,0.208373333,-0.403593333,AMG1608,The Monks,I Hate You,2006,581,-1.0,1.0,0.276536312849162,0.7914510041404927
480,2.2468619246861925,1402.1882845188284,-0.165706667,0.072353333,AMG1608,Davy Graham,Angi,2743,1053,-1.0,1.0,0.3837953091684435,0.7636462861297955
481,2.2033898305084745,735.2033898305085,-0.4074,-0.491233333,AMG1608,Tom Waits,Downtown Train,1089,265,-1.0,1.0,0.33136094674556216,0.7846890003531901
482,2.1182432432432434,500.68581081081084,0.30926,0.519846667,AMG1608,Belle & Sebastian,The Boy With the Arab Strap,3835,821,-1.0,1.0,0.23397913561847988,0.8288323703086713
483,1.3233082706766917,2338.7406015037595,0.005146667,-0.165426667,AMG1608,John Lee Hooker,Hobo Blues,3759,3212,-1.0,1.0,0.2880116959064328,0.7992141967083999
484,2.450310559006211,12200.89751552795,-0.185866667,0.009326667,AMG1608,Antonio Carlos Jobim,Agua de Beber,2469,11569,-1.0,1.0,0.34814814814814815,0.7885662347546153
485,3.078838174273859,511.7717842323651,-0.447446667,-0.3863,AMG1608,Nick Drake,Time Has Told Me,4180,370,-1.0,1.0,0.3380281690140845,0.7913761277495993
486,1.8683274021352314,3730.6512455516013,0.1568,-0.113846667,AMG1608,Buck Owens,I''ve Got a Tiger by the Tail,3259,3628,-1.0,1.0,0.3742802303262956,0.7869309361329136
487,1.1419354838709677,35953.5,0.39008,0.009506667,AMG1608,Os Mutantes,Bat Macumba,3800,26523,-1.0,1.0,0.3581081081081081,0.7632365602989676
488,38.409876543209876,62631.64938271605,-0.118486667,-0.253726667,AMG1608,David Bowie,Space Oddity,9861,143658,-1.0,1.0,0.32730356133408706,0.7799420002465709
489,324.2462734931951,25446.283862605313,0.179953333,0.084033333,AMG1608,The Smiths,"""William",24430,104546,-1.0,1.0,0.1369304556354916,0.8364468005436054
490,1.2910798122065728,2903.1220657276995,0.344093333,-0.204586667,AMG1608,Bob Mould,Poison Years,1971,1349,-1.0,1.0,0.259375,0.8025661722344438
491,4.537897310513447,51111.21271393643,0.258233333,0.093873333,AMG1608,Morrissey,Suedehead,3740,25947,-1.0,1.0,0.410958904109589,0.7867762844908507
492,13.221565731166914,28244.78434268833,0.257846667,-0.228946667,AMG1608,The Beatles,Eleanor Rigby,11327,23513,-1.0,1.0,0.2131070249882131,0.8125419073968418
493,1.390092879256966,3476.9287925696594,0.125593333,-0.161833333,AMG1608,Crowded House,Better Be Home Soon,3874,3112,-1.0,1.0,0.287215411558669,0.7801222042196038
494,3.5719178082191783,18000.91609589041,0.575406667,-0.013026667,AMG1608,White Zombie,Thunder Kiss ''65,6437,25439,-1.0,1.0,0.2918287937743191,0.7958334548726582
495,19.965442764578835,29411.153347732183,0.643733333,0.397566667,AMG1608,Charlie Daniels,The Devil Went Down to Georgia,5139,29763,-1.0,1.0,0.1485053037608486,0.8480787867831232
496,7.230994152046784,99405.77485380117,0.20006,0.474546667,AMG1608,Barenaked Ladies,"""If I Had $1",4048,60405,-1.0,1.0,0.26440677966101694,0.8165858594344635
497,1.5501730103806228,15515.858131487888,0.405913333,-0.05268,AMG1608,The Fall,Totally Wired,2306,15393,-1.0,1.0,0.23160762942779292,0.8546135666820024
498,1.156989247311828,17412.898924731184,-0.064266667,0.250186667,AMG1608,Kenny Rogers,Through the Years,3321,12375,-1.0,1.0,0.4258064516129032,0.7538554961065224
499,2.2992700729927007,12984.71897810219,0.0596,0.110566667,AMG1608,Belle & Sebastian,Judy and the Dream of Horses,2783,12798,-1.0,1.0,0.33904761904761904,0.7736716315916111
500,7.05087440381558,12866.308426073132,0.687466667,0.611746667,AMG1608,Madness,Our House,6491,19900,-1.0,1.0,0.28772635814889336,0.8013773776940393
501,2.2085308056872037,193300.69668246445,0.36188,0.1576,AMG1608,Richard Thompson,I Feel So Good,1746,99161,-1.0,1.0,0.29878048780487804,0.7989280130372594
502,1.7079365079365079,25388.533333333333,0.383793333,0.699666667,AMG1608,The Temptations,My Girl,3090,4599,-1.0,1.0,0.4389233954451346,0.7469831997833496
503,2.3114754098360657,2151.8032786885246,0.57244,0.224,AMG1608,MC5,Looking at You,4568,1682,-1.0,1.0,0.30246913580246915,0.8063849236590809
504,4.593596059113301,18552.834975369457,-0.013786667,0.510533333,AMG1608,Dean Martin,Everybody Loves Somebody,3589,10097,-1.0,1.0,0.3302063789868668,0.8039887372709149
505,2.5531914893617023,3035.482269503546,0.126406667,0.056993333,AMG1608,The Zombies,She''s Not There,1452,999,-1.0,1.0,0.3542600896860987,0.8137707053448591
506,1.9211822660098523,2332.285714285714,0.4864,0.276793333,AMG1608,Sly & the Family Stone,I Want to Take You Higher,2173,1574,-1.0,1.0,0.2514792899408284,0.8218533379292011
507,0.5945945945945946,28828.29391891892,-0.465646667,-0.260053333,AMG1608,Simon & Garfunkel,I Am a Rock,3369,29067,-1.0,1.0,0.2642857142857143,0.8057105157660205
508,1.5460526315789473,4225.506578947368,-0.027433333,0.332846667,AMG1608,Seals & Crofts,We May Never Pass This Way (Again),1782,2668,-1.0,1.0,0.43272727272727274,0.7911588436333902
509,1.9303797468354431,1448.392405063291,0.178793333,0.413113333,AMG1608,The La''s,There She Goes,1957,1016,-1.0,1.0,0.2976190476190476,0.8181487936017054
510,1.1910112359550562,139877.8202247191,0.180513333,-0.20554,AMG1608,Beck,Devils Haircut,3786,153973,-1.0,1.0,0.23809523809523808,0.843391678764691
511,20.767258382642996,22625.678500986192,0.573486667,0.352826667,AMG1608,John Coltrane,Giant Steps,5256,20090,-1.0,1.0,0.2685274302213667,0.7901615935364342
512,2.095108695652174,975.4402173913044,0.31708,-0.16498,AMG1608,The Replacements,Bastards of Young,6232,1777,-1.0,1.0,0.26988265971316816,0.8007293423410105
513,1.2688524590163934,24681.967213114753,-0.482513333,-0.21498,AMG1608,The Shangri-Las,I Can Never Go Home Anymore,3773,25351,-1.0,1.0,0.2853982300884956,0.8346482832930022
514,2.120879120879121,9863.106227106227,0.444606667,-0.245346667,AMG1608,PJ Harvey,Sheela-Na-Gig,3115,8826,-1.0,1.0,0.23541247484909456,0.8345569865477594
515,2.433920704845815,9071.334801762114,0.60464,-0.11926,AMG1608,The Damned,Neat Neat Neat,4057,11638,-1.0,1.0,0.3819672131147541,0.7773493331745811
516,5.682795698924731,33435.66129032258,-0.06122,-0.098453333,AMG1608,Love,Alone Again Or,4028,25395,-1.0,1.0,0.3919523099850969,0.7628662980936071
517,21.80100502512563,60649.98592964824,0.499033333,0.432613333,AMG1608,Queen,Killer Queen,8472,121282,-1.0,1.0,0.1305293691080493,0.8503839795047694
518,3.2958579881656807,19705.05325443787,0.60278,0.457086667,AMG1608,Right Said Fred,I''m Too Sexy,3387,20958,-1.0,1.0,0.30536130536130535,0.8160161788838265
519,1.5366795366795367,2046.6718146718147,0.5076,0.262733333,AMG1608,Eddie Cochran,Somethin'' Else,2581,2124,-1.0,1.0,0.3649025069637883,0.7680741562264488
520,1.5259515570934257,30178.083044982697,0.16686,0.101246667,AMG1608,Cibo Matto,Know Your Chicken,3569,14586,-1.0,1.0,0.3690248565965583,0.7777783010523387
521,1.5654450261780104,1359.6649214659685,0.205053333,0.36944,AMG1608,The Rascals,Love Is a Beautiful Thing,2703,2018,-1.0,1.0,0.3586387434554974,0.8098256384489383
522,6.620209059233449,10705.048780487805,-0.258653333,0.043033333,AMG1608,Lindsey Buckingham,Trouble,2809,6623,-1.0,1.0,0.3473193473193473,0.7842631776968505
523,2.8497652582159625,6849.87323943662,-0.425893333,0.383013333,AMG1608,The Impressions,I''m So Proud,1935,2274,-1.0,1.0,0.49221183800623053,0.750480116315165
524,14.162424242424242,227442.04242424242,0.4151,-0.061773333,AMG1608,OutKast,Ms. Jackson,10474,351266,-1.0,1.0,0.22772277227722773,0.8364795247208592
525,1.7471698113207548,2544.988679245283,-0.362573333,-0.160946667,AMG1608,Rufus Wainwright,Cigarettes and Chocolate Milk,2653,2365,-1.0,1.0,0.3395784543325527,0.8190242736630267
526,1.9365079365079365,311.3492063492063,0.372133333,0.196353333,AMG1608,Charles Mingus,Better Get Hit in Yo'' Soul,870,97,-1.0,1.0,0.1696969696969697,0.8236166704285645
