query_index,score,submission.score,arousal,valence,dataset,artist_name,song_name,n_comments,n_words,min.Valence,min.Arousal,min.Dominance,max.Valence,max.Arousal,max.Dominance,mean.Valence,mean.Arousal,mean.Dominance,std.Valence,std.Arousal,std.Dominance
100,1.3042328042328042,23611.865079365078,0.520584615,0.355388462,AMG1608,The Kinks,You Really Got Me,16175,5050,0.0,0.073,0.12,1.0,0.935,0.991,0.6334035842293907,0.45853476702508955,0.5164824372759856,0.2096463199549298,0.1650264207875884,0.1571063670235398
101,2.64,6316.43,0.556519231,-0.397903846,AMG1608,Nine Inch Nails,Wish,9931,4465,0.0,0.073,0.045,1.0,0.971,0.953,0.6268440154440154,0.46367335907335905,0.5166061776061776,0.22218398618717192,0.1730780055504542,0.16110976499277493
102,1.0427350427350428,15002.806267806267,0.083288462,0.001461538,AMG1608,Lisa Loeb,Stay,19130,86736,0.005,0.105,0.12,1.0,0.959,0.971,0.6412509383378016,0.46778498659517426,0.5303002680965148,0.2197416237360983,0.1706383005154556,0.1593452231290548
103,2.4744318181818183,25641.082386363636,0.240807692,0.357073077,AMG1608,Frank Sinatra,The Lady Is a Tramp,29424,2850,0.0,0.09,0.12,1.0,0.959,0.991,0.6533319559228651,0.4566962809917356,0.5303353994490358,0.21979331183906267,0.1694499697655955,0.16297874113622596
104,16.925207756232687,86993.93628808865,0.541065385,-0.361742308,AMG1608,Cypress Hill,How I Could Just Kill a Man,49218,11935,0.0,0.09,0.045,1.0,0.959,0.966,0.584486274509804,0.4849945098039215,0.5312203921568628,0.2353606146416449,0.18868776997495876,0.1692348211851596
105,1.0874524714828897,3134.787072243346,0.528423077,0.457219231,AMG1608,Black Oak Arkansas,Jim Dandy,4245,14706,0.0,0.073,0.131,1.0,0.945,0.927,0.6336669626998224,0.46803463587921845,0.5264458259325044,0.20922575603296695,0.17784976343769784,0.16440558031994976
106,2.4512987012987013,6914.987012987013,0.06435,0.470396154,AMG1608,Fred Astaire,Puttin'' on the Ritz,5075,9730,0.0,0.127,0.102,1.0,0.945,0.981,0.6513767313019391,0.45774145891043394,0.5283010156971376,0.20368750369700808,0.1718383090119323,0.16806813013419514
107,1.116504854368932,2606.6941747572814,-0.001765385,0.434115385,AMG1608,John Sebastian,Welcome Back,3948,2145,0.031,0.13,0.102,1.0,0.971,0.943,0.6666323943661971,0.4442901408450704,0.5351295774647887,0.20315305483352702,0.16412358269399618,0.16561723709406062
108,2.149367088607595,9537.767088607596,0.443823077,0.2672,AMG1608,Madness,House of Fun,10996,5050,0.0,0.073,0.102,1.0,0.945,0.991,0.6573818630475016,0.45543183220234423,0.5299475632325724,0.21250462976332515,0.1667377028568723,0.1674676282388551
109,1.2110389610389611,3298.905844155844,0.091196154,0.227642308,AMG1608,Miles Davis,Tutu,3690,15225,0.0,0.082,0.112,1.0,0.971,0.943,0.6215265519820493,0.45861106955871356,0.5134083769633508,0.21278204478617718,0.16905308168818264,0.16294109876363577
110,1.8109452736318408,1504.7412935323382,0.413976923,0.356180769,AMG1608,Sparks,Cool Places,1575,903,0.02,0.09,0.149,1.0,0.951,0.981,0.6513092224231465,0.4716311030741411,0.5300253164556963,0.20564204919392554,0.17449306880169124,0.16595899204042966
111,1.6902356902356903,199671.0202020202,0.209553846,0.342430769,AMG1608,Men at Work,Down Under,105872,13695,0.0,0.09,0.096,1.0,0.943,0.954,0.638731583403895,0.4553048264182895,0.5258035563082133,0.20209788262784992,0.16725182541247371,0.16348309513255987
112,1.6666666666666667,13281.024590163934,-0.159665385,0.093423077,AMG1608,Paul McCartney,Mull of Kintyre,14739,7750,0.0,0.1,0.087,1.0,0.941,0.938,0.667483234714004,0.4547245233399079,0.523276134122288,0.2137317887324974,0.15747008816898206,0.16657648003179198
113,2.5821596244131455,2998.6150234741785,-0.156873077,-0.351276923,AMG1608,"Bobby ""Blue"" Bland""",Cry Cry Cry,1465,2701,0.012,0.091,0.045,1.0,0.959,0.991,0.6570175658720201,0.45165746549560853,0.5250803011292347,0.22260613682772554,0.15937455286401087,0.1698286857051877
114,2.4347826086956523,35459.10248447205,0.362019231,0.190576923,AMG1608,David Bowie,Rebel Rebel,26680,5356,0.0,0.127,0.125,1.0,0.971,0.981,0.6338682634730538,0.4649606501283148,0.5261591103507272,0.22148922658595124,0.1721809641312477,0.1677760871389192
115,1.4047619047619047,1922.2261904761904,-0.381411538,-0.242173077,AMG1608,Neil Young,Cowgirl in the Sand,1291,4753,0.012,0.082,0.102,1.0,0.945,0.991,0.6602850812407681,0.4651994091580503,0.536149187592319,0.20721543537053316,0.16473458157446572,0.16603412679456503
116,1.1808510638297873,16699.853723404256,0.563119231,0.19185,AMG1608,Dick Dale,Misirlou,16614,4186,0.0,0.073,0.087,1.0,0.959,0.955,0.6386596343178621,0.4646104078762306,0.5246511954992968,0.20752558029416995,0.1677703311118558,0.15856486249434953
117,1.7412280701754386,15954.030701754386,-0.448192308,-0.258380769,AMG1608,Tindersticks,Here,9038,2850,0.0,0.073,0.081,1.0,0.971,0.981,0.6513166496424924,0.4571092951991828,0.5344198161389174,0.2224912531049053,0.16843638336389585,0.16777008093464363
118,1.3157894736842106,451.0701754385965,0.491838462,-0.157473077,AMG1608,Wanda Jackson,Riot in Cell Block #9,78,276,0.02,0.135,0.172,1.0,0.946,0.914,0.6526285714285714,0.471,0.5533928571428571,0.23715111725482274,0.18270517194681465,0.1746603979866974
119,2.792270531400966,9667.64734299517,0.460811538,0.008430769,AMG1608,Kool Moe Dee,How Ya Like Me Now,4190,1953,0.0,0.09,0.148,1.0,0.949,0.953,0.6277459749552772,0.46452415026833627,0.5219624329159214,0.21713428417180516,0.17791932358808554,0.16789379542786642
120,1.006514657980456,3816.0325732899023,-0.235180769,0.154957692,AMG1608,Connie Francis,Where the Boys Are,3381,5050,0.0,0.118,0.045,1.0,0.945,0.991,0.6812346208869814,0.45917024320457794,0.5425622317596566,0.21299887761263944,0.16515626639013536,0.1593780999071681
121,0.8923611111111112,55746.70138888889,-0.374353846,0.332442308,AMG1608,Frank Sinatra,Stardust,29624,37401,0.0,0.112,0.081,1.0,0.943,0.981,0.6263096351730588,0.4638082319925164,0.5264275023386342,0.2183784608509521,0.16969567298637345,0.16440184858964385
122,1.3548387096774193,2381.7354838709675,0.179730769,0.313184615,AMG1608,Hank Snow,I''m Movin'' On,1120,7140,0.021,0.118,0.12,1.0,0.945,0.991,0.6482592592592592,0.4501282051282051,0.5281054131054131,0.20751669686811008,0.16016287386538583,0.16874119071180899
123,2.9770992366412212,6896.9503816793895,0.629842308,-0.131065385,AMG1608,Ministry,Jesus Built My Hotrod,6849,10296,0.0,0.118,0.045,1.0,0.952,0.991,0.6121964618249535,0.47845344506517684,0.5205549348230912,0.22367685207316307,0.17835713508269072,0.16292084441835025
124,4.469565217391304,55056.87536231884,-0.501984615,-0.223142308,AMG1608,George Jones,He Stopped Loving Her Today,51709,50721,0.0,0.127,0.113,1.0,0.96,0.971,0.6368463894967177,0.45738818380743984,0.532364113785558,0.2292396679082704,0.17045577704163148,0.15777933983142498
125,1.2883435582822085,6229.049079754601,-0.571007692,-0.192511538,AMG1608,American Music Club,The Thorn in My Side Is Gone,3475,87571,0.0,0.1,0.045,1.0,0.951,0.943,0.632335396039604,0.4605185643564357,0.5296163366336635,0.2110732946093388,0.16825855524917918,0.16949890089073683
126,0.7561837455830389,18573.943462897525,0.3428,0.385623077,AMG1608,Charles Wright,Express Yourself,7296,6555,0.021,0.137,0.113,1.0,0.971,0.991,0.6952033383915023,0.4581335356600911,0.5479726858877086,0.20289368932564047,0.15784638298475734,0.15468141348700354
127,1.235483870967742,5168.1032258064515,-0.066896154,0.345084615,AMG1608,The Rascals,Groovin'',5201,4465,0.0,0.105,0.045,1.0,0.965,0.991,0.6422318367346939,0.4621657142857143,0.5292171428571429,0.2123060671352964,0.16875648464906795,0.1613826296019956
128,0.9326241134751773,18280.787234042553,0.376823077,0.1745,AMG1608,Wilco,A Shot in the Arm,8349,2346,0.0,0.112,0.087,1.0,0.931,0.983,0.634120704845815,0.46502643171806174,0.5152995594713656,0.21260012987646232,0.16934599067140657,0.15956233722870472
129,1.7686832740213523,10250.839857651246,0.487707692,0.291576923,AMG1608,The Guess Who,No Sugar Tonight/New Mother Nature,9221,17766,0.0,0.09,0.113,1.0,0.952,0.991,0.6502141230068337,0.46000607441154134,0.5279157175398634,0.20772822000637095,0.1778996334969014,0.15944170177506659
130,4.064377682403434,71404.11587982833,0.644507692,-0.107703846,AMG1608,The Prodigy,Firestarter,65004,4186,0.0,0.125,0.113,1.0,0.952,0.923,0.6345412844036697,0.4641100917431193,0.5218119266055046,0.22106929469200806,0.16854402214801106,0.1662033932965759
131,0.4873417721518987,22326.006329113923,0.262680769,0.370723077,AMG1608,T. Rex,Bang a Gong (Get It On),19068,23653,0.0,0.073,0.109,1.0,0.959,0.973,0.6398590956887487,0.47687802313354366,0.5305331230283912,0.21967109653159173,0.1762265941179244,0.16258450339382097
132,1.1333333333333333,36730.72727272727,0.207488,0.1516,AMG1608,The Rolling Stones,Gimme Shelter,36169,17955,0.005,0.118,0.125,1.0,0.959,0.963,0.6281008403361344,0.47093964858670745,0.5339052711993889,0.22319134885263187,0.1789282402592216,0.1650193998734044
133,0.6666666666666666,32620.786516853932,0.05526,0.196836,AMG1608,Ian Dury,Sex & Drugs & Rock & Roll,19041,13861,0.0,0.123,0.114,1.0,0.945,0.991,0.6364798061389337,0.4739741518578352,0.54031098546042,0.23113341518377156,0.17280922788557507,0.16426811608367478
134,1.2179487179487178,4307.298076923077,-0.320144,-0.180764,AMG1608,Jerry Lee Lewis,Middle Age Crazy,12877,3655,0.0,0.073,0.087,1.0,0.971,0.981,0.6490585260115607,0.4589104046242774,0.5287702312138728,0.21426332495747277,0.17330978806552028,0.16023112584696245
135,4.769047619047619,8079.295238095238,0.523396,0.232232,AMG1608,Destiny''s Child,Say My Name,10287,5886,0.0,0.105,0.087,1.0,0.971,0.972,0.634317513368984,0.4579037433155079,0.5181356951871658,0.2090145250767916,0.17500355302468146,0.16311775801298256
136,1.0066225165562914,1506.7880794701987,0.394528,0.37244,AMG1608,Laura Lee,Wedlock Is a Padlock,604,102378,0.02,0.135,0.102,1.0,0.949,0.938,0.6450029850746268,0.45677014925373133,0.5407940298507462,0.1978513355089508,0.15809177200336688,0.1615495665287265
137,1.0502283105022832,1969.4383561643835,0.270448,0.16956,AMG1608,"Johnny ""Guitar"" Watson""",Gangster of Love,1601,3741,0.0,0.09,0.12,1.0,0.959,0.974,0.6442202447163515,0.44367519466073413,0.5201379310344827,0.19745896473008911,0.1536137201151576,0.15700535113712635
138,1.5629629629629629,1177.2074074074073,0.374944,0.245632,AMG1608,The Flamin'' Groovies,Slow Death,631,3081,0.0,0.073,0.087,1.0,0.931,0.923,0.606328293736501,0.45058531317494604,0.5094838012958963,0.2219495677054995,0.17007898839848737,0.16526143284883643
139,23.422535211267604,10040.049295774648,-0.486444,-0.206696,AMG1608,Julie London,Cry Me a River,1443,115921,0.02,0.09,0.087,1.0,0.945,0.981,0.6482895348837209,0.4532848837209303,0.5295476744186046,0.20792808739915128,0.16334348278532007,0.1570929558993286
140,0.6793478260869565,304198.5380434783,-0.011536,0.285564,AMG1608,John Denver,Rocky Mountain High,173947,8911,0.021,0.1,0.087,1.0,0.944,0.938,0.6582945273631841,0.44707363184079607,0.5254805970149253,0.2182392388148076,0.1623850821094015,0.1618655769816282
141,1.2592592592592593,1780.3333333333333,0.080944,0.48658,AMG1608,Cab Calloway,Everybody Eats When They Come to My House,154,20100,0.031,0.123,0.151,1.0,0.85,0.88,0.6349428571428573,0.42353809523809527,0.47512857142857146,0.17711825739275305,0.15441524510163981,0.15514974289517033
142,1.71,1570.34,-0.174416,-0.025524,AMG1608,Charley Patton,A Spoonful Blues,740,780,0.02,0.073,0.131,1.0,0.941,0.991,0.6048710359408035,0.4580190274841438,0.5007315010570824,0.2171176121036179,0.1833386166796329,0.16461695973850063
143,0.6428571428571429,5760.571428571428,-0.261972,0.015776,AMG1608,Joni Mitchell,Amelia,6897,3828,0.01,0.073,0.102,1.0,0.943,0.971,0.6537812142038946,0.45868728522336766,0.5484284077892325,0.2136132287138405,0.16426294102618239,0.1726116570403068
144,2.236842105263158,345.55263157894734,-0.371856,0.146584,AMG1608,Albert Ayler,Spirits Rejoice,131,9453,0.0,0.102,0.136,1.0,0.948,0.902,0.6406013628620102,0.4552231686541738,0.541594548551959,0.20777473164648155,0.1628542437834217,0.16630676814441603
145,1.1388888888888888,368.27777777777777,0.689256,-0.33822,AMG1608,Atari Teenage Riot,Deutschland (Has Gotta Die!),67,903,0.0,0.157,0.116,1.0,0.946,0.991,0.5473870967741936,0.4720752688172043,0.506978494623656,0.275448331470637,0.1927019683886256,0.2043305069103264
146,1.1111111111111112,100.91666666666667,0.036848,0.213572,AMG1608,Eric Dolphy,Miss Ann,39,149878,0.0,0.122,0.069,1.0,0.944,0.944,0.6147768762677486,0.4618742393509128,0.5365862068965517,0.2064807785321205,0.16601632182247297,0.16221059022678308
147,1.6608187134502923,39952.19298245614,0.523136,0.465936,AMG1608,Aretha Franklin,Think,8829,3321,0.02,0.073,0.131,1.0,0.931,0.953,0.6913807228915663,0.45616385542168675,0.5590144578313253,0.20334209915640006,0.16098734353162783,0.165119587121988
148,3.1825396825396823,705.6984126984127,-0.258716,0.107832,AMG1608,"Lee ""Scratch"" Perry""",Roast Fish and Cornbread,258,990,0.052,0.123,0.175,1.0,0.951,0.963,0.6635236593059938,0.44111987381703466,0.5210094637223974,0.20458134986019066,0.1668627633336024,0.17190802821078222
149,1.5030674846625767,3898.4539877300613,0.271556,0.097856,AMG1608,The Who,I Can See for Miles,3085,13530,0.0,0.12,0.102,1.0,0.948,0.953,0.6214035812672176,0.4760179063360881,0.5285798898071625,0.22497192085538972,0.1694823305497539,0.16946649294035998
150,1.361842105263158,5470.986842105263,0.575628,0.447948,AMG1608,Bow Wow Wow,I Want Candy,2441,1326,0.0,0.118,0.153,1.0,0.939,0.938,0.6362261410788381,0.45889419087136935,0.5152883817427385,0.20297816085746212,0.1674044836031133,0.15067645746283803
151,2.5625,194.4375,-0.210504,-0.370776,AMG1608,David Ackles,American Gothic,35,1275,0.052,0.213,0.167,1.0,0.897,0.943,0.6810288461538462,0.48010576923076925,0.5517307692307691,0.2157004150731597,0.16580693640667626,0.1753787153600581
152,99.05445544554455,207066.63366336634,0.573312,-0.148808,AMG1608,Metallica,Master of Puppets,102137,946,0.0,0.073,0.125,1.0,0.935,0.953,0.6254285714285713,0.4667085714285714,0.5202514285714286,0.22565552756590496,0.1794231235758609,0.16018585824633708
153,1.631578947368421,5949.168421052632,0.264388,0.134788,AMG1608,Johnny Cash,Get Rhythm,1119,5253,0.0,0.123,0.102,1.0,0.929,0.936,0.6454863523573202,0.4557841191066997,0.5343076923076923,0.20799288805135904,0.17463796395296619,0.17900412629109538
154,1.0,2151.8513513513512,-0.158972,-0.17098,AMG1608,Elmore James,The Sky Is Crying,381,406,0.052,0.123,0.149,1.0,0.945,0.922,0.6478221153846154,0.4654278846153846,0.5334567307692308,0.2175129339068359,0.1838401810419905,0.17149242051076818
155,11.792899408284024,14911.733727810652,0.341196,0.356608,AMG1608,Ray Stevens,The Streak,2901,780,0.047,0.122,0.102,1.0,0.931,0.923,0.672438953488372,0.4485683139534884,0.5171845930232558,0.20732495795078854,0.15592458329511652,0.15177068216906756
156,1.3823529411764706,1199.3647058823528,0.322096,-0.113152,AMG1608,Paul Weller,Sunflower,647,2775,0.0,0.112,0.096,1.0,0.971,0.991,0.6454589905362776,0.45623659305993686,0.5285615141955836,0.2000897801401034,0.16987323826622522,0.17056026116044462
157,1.619047619047619,507.04761904761904,-0.244336,0.368808,AMG1608,Frank Sinatra,If I Had You,71,5565,0.042,0.137,0.087,1.0,0.897,0.936,0.6724961240310077,0.44996511627906977,0.5445542635658915,0.20839098705765546,0.17716683739502298,0.1813072262034254
158,0.8121546961325967,19878.657458563535,0.133744,0.236956,AMG1608,Van Morrison,Into the Mystic,9953,3160,0.012,0.09,0.087,1.0,0.94,0.943,0.6755519662921349,0.4484438202247191,0.5316474719101124,0.2052957664592382,0.15759103257563406,0.14944963503241246
159,1.819047619047619,1212.4666666666667,0.330972,0.064312,AMG1608,Redman,Blow Your Mind,314,36046,0.0,0.118,0.045,1.0,0.951,0.925,0.5662872928176795,0.4533259668508287,0.49106906077348067,0.200033779152595,0.1774211192673578,0.15095437179562693
160,0.4358974358974359,431698.6307692308,0.45582,0.069504,AMG1608,R.E.M.,Losing My Religion,99152,151525,0.02,0.073,0.131,1.0,0.97,0.981,0.5953379052369077,0.4765635910224439,0.5447643391521197,0.2413947234695744,0.1787958797422533,0.16774656311926864
161,1.0462962962962963,1399.3425925925926,0.3727,0.139216,AMG1608,Warren Zevon,"""Poor",674,67896,0.008,0.073,0.113,1.0,0.959,0.953,0.6024940577249575,0.46966893039049235,0.520383701188455,0.2371339830138301,0.1786977003144235,0.16703214324420942
162,1.0138888888888888,14674.916666666666,0.198424,-0.019616,AMG1608,Elmore James,Dust My Broom,5155,4371,0.02,0.078,0.087,1.0,0.918,0.991,0.6450319865319866,0.44141582491582493,0.5248367003367003,0.19495257516552403,0.15916542611032058,0.17040154521113285
163,0.832258064516129,11489.883870967742,0.41094,0.066456,AMG1608,Public Enemy,Fight the Power,5966,9180,0.0,0.102,0.125,1.0,0.959,0.981,0.5817601246105919,0.4954672897196261,0.558322429906542,0.23576662573063384,0.18436068144494835,0.1875570605095219
164,1.7046979865771812,5717.96644295302,-0.106592,0.257688,AMG1608,Rod Stewart,Mandolin Wind,3939,10440,0.0,0.105,0.149,1.0,0.941,0.923,0.6651066878980892,0.4469299363057325,0.5191942675159236,0.21109898451441134,0.15419692103946225,0.15706064158327615
165,2.6785714285714284,1589.7857142857142,0.095268,-0.119956,AMG1608,Phil Ochs,I Ain''t Marching Anymore,650,16471,0.01,0.108,0.081,1.0,0.959,0.991,0.6159572649572649,0.46060000000000006,0.5371264957264957,0.23918044977412045,0.18241452492635993,0.1731292406597797
166,1.4363636363636363,1362.5272727272727,-0.549076,0.14586,AMG1608,Ike Quebec,Blue and Sentimental,273,1540,0.153,0.105,0.149,1.0,0.84,0.92,0.6676065573770491,0.4320696721311476,0.5091680327868854,0.16347877411594902,0.14661412941714733,0.14947259972497343
167,1.9454545454545455,4405.745454545455,0.012548,0.46254,AMG1608,The Andrews Sisters,Ac-Cent-Tchu-Ate the Positive,838,3741,0.021,0.069,0.176,1.0,0.931,0.938,0.6393744292237443,0.4523059360730594,0.5348493150684931,0.22863575551722917,0.154235737929021,0.16789495442688496
168,2.1607142857142856,3070.214285714286,-0.33466,-0.080244,AMG1608,Tom Waits,Ol'' 55,1558,3655,0.0,0.112,0.148,1.0,0.918,0.963,0.6552068965517243,0.4421906693711967,0.5298073022312374,0.20220274225818785,0.157283275054754,0.15378732737254452
169,3.5157894736842104,1716.2105263157894,-0.174752,-0.260856,AMG1608,Rahsaan Roland Kirk,The Inflated Tear,450,820,0.0,0.105,0.149,1.0,0.971,0.991,0.6240376811594203,0.4583942028985507,0.5349333333333334,0.21331202245733807,0.165538799537578,0.16595799646039142
170,0.25,36.125,-0.299396,-0.231944,AMG1608,Ray Charles,Blues Is My Middle Name,8,15,0.073,0.137,0.291,0.906,0.837,0.953,0.6355882352941177,0.40047058823529413,0.49570588235294116,0.1936324026420712,0.2343941972530087,0.19712995862687968
171,2.0,251986.80246913582,0.401264,0.193032,AMG1608,Ivy,The Best Thing,62332,1953,0.021,0.13,0.148,1.0,0.897,0.934,0.6642546583850931,0.45512732919254656,0.5229937888198758,0.22058720217473765,0.15485120764577676,0.17183042415518535
172,0.9826589595375722,49832.89017341041,0.1391,0.511772,AMG1608,Monty Python,Always Look on the Bright Side of Life,24754,8911,0.0,0.073,0.112,1.0,0.918,0.943,0.6107235494880546,0.4640648464163822,0.5140830489192264,0.25760039912488536,0.16138929611895034,0.1683993820206986
173,4.395833333333333,990.7430555555555,-0.352648,-0.1903,AMG1608,Emmylou Harris,Boulder to Birmingham,344,2016,0.0,0.1,0.12,1.0,0.918,0.991,0.6658,0.4537884057971014,0.5318115942028986,0.22072066421391195,0.16454323066150714,0.1648414178654714
174,0.9318181818181818,1961.3977272727273,0.4423,0.324012,AMG1608,Art Blakey,A Night in Tunisia,475,119805,0.031,0.102,0.12,1.0,0.971,0.981,0.6393684913217623,0.4681789052069425,0.5523230974632843,0.19063266569629364,0.1794959893594451,0.16715495153123325
175,0.9946524064171123,134746.128342246,0.338448,0.429828,AMG1608,Queen,Crazy Little Thing Called Love,36025,3240,0.02,0.135,0.155,1.0,0.931,0.923,0.6567269230769232,0.4537692307692307,0.5179384615384615,0.2074775992415714,0.161584604489057,0.16640343778158065
176,0.9444444444444444,89.05555555555556,0.127036,-0.045692,AMG1608,Chappaquiddick Skyline,Leave Me Alone,18,561,0.01,0.13,0.2,1.0,0.927,0.853,0.6400978260869565,0.43769565217391304,0.5102065217391305,0.22948044805424755,0.15766146366105388,0.15432287674440834
177,1.05,218668.77083333334,0.642588,0.481308,AMG1608,Ricky Martin,Livin'' la Vida Loca,83126,6105,0.0,0.118,0.136,1.0,0.951,0.943,0.6525235602094241,0.47732809773123913,0.5204624781849914,0.22585661694860876,0.1622041595227445,0.14441250916364126
178,2.100840336134454,1370.18487394958,0.471324,-0.551388,AMG1608,Mudhoney,Sweet Young Thing Ain''t Sweet No More,489,1225,0.041,0.073,0.113,1.0,0.971,0.936,0.6388765060240964,0.45697289156626514,0.5032590361445783,0.22766534734763966,0.1631346704813656,0.15752555753787392
179,1.6451612903225807,8770.698924731183,0.202884,0.314904,AMG1608,Pink Floyd,See Emily Play,5029,4005,0.02,0.09,0.102,1.0,0.948,0.943,0.6180995575221239,0.4506017699115044,0.5169247787610619,0.21623354197051664,0.16517370512609142,0.16252607554638468
180,1.5566037735849056,30771.962264150945,0.2899,0.147216,AMG1608,Digable Planets,Rebirth of Slick (Cool Like Dat),9207,29890,0.0,0.098,0.102,1.0,0.941,0.943,0.597299424184261,0.46365451055662193,0.5121343570057582,0.21502016582452507,0.1827673058832133,0.15836887681690878
181,1.2727272727272727,124.66666666666667,0.451448,0.343056,AMG1608,LaVern Baker,See See Rider,33,666,0.135,0.137,0.102,1.0,0.931,0.991,0.6595067567567567,0.42950675675675676,0.5162297297297297,0.20890744285909688,0.16101263298650373,0.16070063834519235
182,3.4744525547445257,4561.021897810219,0.162416,-0.17116,AMG1608,The Beatles,Tomorrow Never Knows,3664,1485,0.0,0.13,0.12,1.0,0.931,0.971,0.6376809269162211,0.45601247771836007,0.5189625668449198,0.21588238318054281,0.16551354558645628,0.16974443086753213
183,1.108974358974359,16511.20512820513,0.346396,0.256172,AMG1608,Cheap Trick,I Want You to Want Me,5338,7140,0.0,0.073,0.102,1.0,0.971,0.953,0.637347978910369,0.4683778558875219,0.5271985940246046,0.2180602590680302,0.17936339775003415,0.16794516500549808
184,0.5581395348837209,44729.94573643411,0.581664,0.581176,AMG1608,Jerry Lee Lewis,Great Balls of Fire,10143,26565,0.0,0.127,0.081,1.0,0.971,0.953,0.6363327895595432,0.4736721044045677,0.5399249592169657,0.22583482059755494,0.179731313140417,0.17505020077409866
185,4.0,2238.2972972972975,-0.056568,0.30602,AMG1608,Al Green,Let''s Stay Together,55,2016,0.02,0.259,0.149,1.0,0.93,0.922,0.6380196078431372,0.467470588235294,0.5248725490196078,0.23079419405124876,0.17066293024569396,0.16243997651950087
186,1.7313432835820894,3722.783582089552,0.652468,0.122072,AMG1608,MC5,Ramblin'' Rose,3409,1830,0.0,0.082,0.158,1.0,0.971,0.954,0.6295709342560554,0.44268339100346016,0.52539446366782,0.194989408198747,0.1657059738683437,0.16265786392670614
187,2.36734693877551,195613.10204081633,0.590888,0.08368,AMG1608,Green Day,Basket Case,91589,2016,0.0,0.105,0.132,1.0,0.939,0.923,0.6353950953678474,0.45189918256130784,0.49546594005449596,0.20803968237779,0.17153456546141024,0.1556164551164279
188,1.676595744680851,40297.30638297872,0.280604,-0.294984,AMG1608,Primus,My Name Is Mud,45218,1485,0.0,0.1,0.096,1.0,0.931,0.944,0.6118021472392637,0.4472193251533742,0.5084156441717792,0.21776912998374426,0.1796237390037185,0.16675528378554766
189,0.8362573099415205,240847.9649122807,-0.185792,-0.120832,AMG1608,Air Supply,All Out of Love,69684,119316,0.012,0.091,0.148,1.0,0.897,0.953,0.6579153005464481,0.4404808743169399,0.5098087431693988,0.22376776350589458,0.15568344565060357,0.1625308283677989
190,2.0210526315789474,4204.505263157895,0.588852,0.55256,AMG1608,Pet Shop Boys,Where the Streets Have No Name (I Can''t Take My Eyes off You),974,2346,0.031,0.133,0.154,1.0,0.941,0.887,0.6220330882352941,0.45856617647058817,0.5120147058823531,0.22897429480930068,0.1649399847112409,0.15283903624614747
191,1.9849624060150375,6179.225563909775,0.417424,0.003276,AMG1608,David Bowie,Fashion,2226,2926,0.021,0.123,0.148,1.0,0.948,0.972,0.6618489795918369,0.47229591836734697,0.5395775510204083,0.20643672225522317,0.1641985934833658,0.15740083094095247
192,0.7692307692307693,2925.1615384615384,-0.247576,-0.121648,AMG1608,Bob Dylan,With God on Our Side,1712,12246,0.021,0.073,0.131,1.0,0.971,0.952,0.6224128440366973,0.46638348623853215,0.5543321100917431,0.22806089594930135,0.17951749490452007,0.16924057715576743
193,0.8904109589041096,10872.513698630137,-0.15784,0.109504,AMG1608,Bob Dylan,Lay Lady Lay,4437,2415,0.0,0.112,0.12,1.0,0.93,0.991,0.6615452674897119,0.43265843621399175,0.5220699588477367,0.19374637744064174,0.1581961675374246,0.16134974256429824
194,1.1891891891891893,268.0810810810811,0.451252,0.541148,AMG1608,Sidney Bechet,Wild Cat Blues,46,990,0.0,0.163,0.12,1.0,0.868,0.923,0.6269830508474576,0.45811864406779657,0.5316497175141243,0.18472348728991808,0.14220125200179595,0.17710234397488087
195,0.5813953488372093,78557.83720930232,-0.173192,0.153316,AMG1608,Marvin Gaye,Inner City Blues (Make Me Wanna Holler),11877,1596,0.0,0.137,0.087,1.0,0.91,0.981,0.6634659863945578,0.44822448979591845,0.5365068027210884,0.21307462487929843,0.16477272778409405,0.15740343468454993
196,1.2777777777777777,215.61111111111111,0.238652,0.145016,AMG1608,Belle & Sebastian,Lazy Line Painter Jane,72,5050,0.06,0.091,0.096,1.0,0.897,0.991,0.6551644295302013,0.45652348993288583,0.5215503355704698,0.21002912210251928,0.17625626369050337,0.17211989542339495
197,0.9877300613496932,45288.82208588957,0.452884,-0.323176,AMG1608,Rammstein,Du Hast,18168,5356,0.031,0.143,0.12,1.0,0.945,0.991,0.628438961038961,0.47722077922077927,0.5344051948051948,0.20859539444161052,0.1698531399487007,0.15458015037387687
198,1.6911764705882353,917.0441176470588,0.622012,0.206348,AMG1608,The Ramones,Cretin Hop,439,4186,0.0,0.123,0.125,1.0,0.941,0.923,0.619296511627907,0.4568062015503876,0.5273992248062015,0.19507667217441094,0.16437220739348804,0.16347128698735083
199,2.3010752688172045,7007.978494623656,-0.152856,0.097852,AMG1608,Burt Bacharach,Walk on By,2578,1540,0.04,0.1,0.149,1.0,0.931,0.973,0.6825963302752294,0.46911926605504584,0.5541314984709481,0.20169354080800336,0.15451432268894716,0.15950234478694342
200,0.4375,38028.56696428572,-0.323248,-0.150428,AMG1608,Peter," Paul & Mary""",25790,4095,0.012,0.09,0.102,1.0,0.94,0.991,0.6551409127301842,0.4479207365892714,0.5270952762209767,0.22252619983919059,0.15997570717254053,0.16387899025567407
