query_index,score,submission.score,arousal,valence,dataset,artist_name,song_name,n_words,submission.n_comments,min.Valence,min.Arousal,min.Dominance,max.Valence,max.Arousal,max.Dominance,mean.Valence,mean.Arousal,mean.Dominance,std.Valence,std.Arousal,std.Dominance
347,1.908450704225352,1761.8732394366198,0.494813333,0.552546667,AMG1608,Sidney Bechet,When the Saints Go Marching In,1597,1072,0.021,0.123,0.144,1.0,0.948,0.981,0.6477029548989115,0.4561664074650077,0.5257744945567652,0.22918583470463702,0.16081635195681984,0.16762473990868998
348,5.717213114754099,6256.207650273224,0.21672,-0.077126667,AMG1608,The Stooges,I Wanna Be Your Dog,8587,10750,0.0,0.127,0.102,1.0,0.959,0.991,0.6428298240553793,0.4684219786558985,0.5336654167868474,0.21274932462580035,0.17039039865273234,0.15821691805043533
349,18.219354838709677,31434.548387096773,0.442546667,0.344113333,AMG1608,Def Leppard,Pour Some Sugar on Me,4204,23043,0.0,0.073,0.087,1.0,0.946,0.991,0.6445991983967936,0.45958583834335337,0.5179064796259185,0.21278998383055614,0.17602563699509036,0.16028623483309581
350,1.8079710144927537,16779.507246376812,0.516913333,0.326166667,AMG1608,Iggy Pop,Lust for Life,3937,8136,0.0,0.073,0.102,1.0,0.952,0.981,0.622252763448784,0.47988577745025796,0.5394915254237288,0.220000282083047,0.18347507385282208,0.1687254126139774
351,1.618421052631579,636.4276315789474,-0.272373333,0.477446667,AMG1608,The Stylistics,You Make Me Feel Brand New,1130,411,0.0,0.118,0.083,1.0,0.951,0.934,0.6672792607802874,0.46491786447638606,0.5368891170431213,0.2177540709911006,0.15642552175766763,0.16205114020521846
352,0.9516129032258065,47329.00537634409,-0.265026667,0.14114,AMG1608,Otis Redding,These Arms of Mine,2096,12875,0.0,0.118,0.113,1.0,0.971,0.953,0.648839094159714,0.44691299165673426,0.5232288438617402,0.22298576877466444,0.16854938671440792,0.15505912361484414
353,4.184357541899441,20146.949720670393,0.063086667,-0.129546667,AMG1608,The Jam,That''s Entertainment,1807,15006,0.031,0.073,0.109,1.0,0.931,0.953,0.692,0.4607062600321027,0.537884430176565,0.19807829170886507,0.15714097161704516,0.1594038112674221
354,1.4137931034482758,421.66379310344826,-0.52112,0.37054,AMG1608,Frank Sinatra,You Go to My Head,1530,337,0.031,0.102,0.148,1.0,0.941,0.926,0.6563813559322034,0.46598135593220336,0.5252559322033897,0.2033000792731123,0.16772659859401323,0.15723773461056445
355,2.3171641791044775,6080.0932835820895,-0.30666,0.18982,AMG1608,Curtis Mayfield,People Get Ready,3101,3526,0.012,0.1,0.102,1.0,0.945,0.991,0.635480407523511,0.4643965517241379,0.5392202194357367,0.2250578914808245,0.1686545543465268,0.16054531855056015
356,1.4233128834355828,82158.11963190183,-0.13694,-0.094893333,AMG1608,Glen Campbell,Guess I''m Dumb,3662,52756,0.0,0.09,0.081,1.0,0.971,0.953,0.654334375,0.46038750000000006,0.5335164062500001,0.20809809831021614,0.17041795147836653,0.16385899861546363
357,6.477115117891817,9146.685159500694,-0.634906667,-0.110986667,AMG1608,Elliott Smith,Miss Misery,10472,18084,0.0,0.046,0.045,1.0,0.973,0.991,0.6153452136166324,0.46372446881425633,0.5226385652273247,0.2364094839471185,0.1708607776133629,0.16900820770325653
358,2.7103448275862068,535.951724137931,-0.454826667,-0.374873333,AMG1608,The Auteurs,Junk Shop Clothes,1562,302,0.012,0.112,0.102,1.0,0.943,0.943,0.6459658703071673,0.43747269624573376,0.5094914675767919,0.20937214778730798,0.157371899136555,0.1644688028367705
359,1.6991869918699187,2470.817073170732,0.31622,0.511766667,AMG1608,Muddy Waters,I''m Ready,3107,4053,0.02,0.118,0.136,1.0,0.969,0.981,0.6472418136020152,0.45627455919395465,0.532232577665827,0.2109293050506379,0.16966948399049148,0.16643734172149122
360,0.8995215311004785,3905.784688995215,0.20352,0.3103,AMG1608,Travis Tritt,Ten Feet Tall and Bulletproof,2236,2081,0.0,0.073,0.087,1.0,0.93,0.94,0.6366960451977401,0.44552881355932206,0.5143841807909605,0.20744706907122668,0.16117550548793735,0.1561500300229442
361,5.496212121212121,44000.79924242424,0.299553333,0.271486667,AMG1608,"Elvis Costello, The Dirty Dozen Brass Band",Veronica,2763,22527,0.0,0.073,0.125,1.0,0.971,0.981,0.6276162915326903,0.45324115755627015,0.5262400857449089,0.217773976797855,0.16752157230744402,0.1672632149323949
362,1.0214477211796247,77403.01072386059,0.499533333,0.315893333,AMG1608,Aerosmith,Mama Kin,4433,91022,0.0,0.073,0.045,1.0,0.959,0.954,0.6081079734219269,0.46366389811738645,0.5186428571428572,0.2247939431282285,0.1695135797862315,0.16597253492856395
363,1.036723163841808,24911.488700564973,-0.194553333,-0.233953333,AMG1608,Willie Nelson,Always on My Mind,6259,18824,0.01,0.073,0.096,1.0,0.971,0.991,0.6473819342169859,0.44255719194894455,0.52146588119784,0.2101435084250573,0.16645543216553643,0.16284315570177096
364,110.80555555555556,11485.510416666666,-0.186073333,0.182913333,AMG1608,Donovan,Wear Your Love Like Heaven,2324,5035,0.0,0.108,0.081,1.0,0.969,0.991,0.6366844968268358,0.4459492293744333,0.5192375339981867,0.21132528020004973,0.1675116735018412,0.16392160316367693
365,8.13662239089184,21567.740037950665,0.679273333,-0.545733333,AMG1608,Slayer,South of Heaven,5592,22246,0.0,0.073,0.045,1.0,0.959,0.991,0.6086603346901854,0.46365626413387595,0.5195626413387607,0.2288270246271339,0.17617316496741003,0.16564217837037346
366,1.983695652173913,50884.315217391304,0.56474,0.48926,AMG1608,New Edition,Candy Girl,1428,26982,0.02,0.157,0.087,1.0,0.939,0.943,0.6774138576779026,0.46226779026217235,0.5230730337078652,0.20302521372012772,0.1526418800278858,0.1496450092800011
367,1.5685279187817258,54163.30964467005,0.549093333,0.563926667,AMG1608,Chuck Berry,You Never Can Tell,2769,21405,0.0,0.137,0.161,1.0,0.971,0.944,0.6552763466042154,0.4836077283372366,0.541976580796253,0.20771633529000266,0.17378958585376372,0.15481212579327555
368,1.509009009009009,2446.445945945946,-0.255893333,-0.181566667,AMG1608,The Band,The Unfaithful Servant,2480,2076,0.02,0.09,0.081,1.0,0.959,0.991,0.658747311827957,0.45193458781362006,0.5337625448028673,0.20442580800699878,0.16581187737025863,0.16645850578273108
369,1.5871212121212122,205922.06818181818,0.07596,-0.119793333,AMG1608,Billy Bragg,Greetings to the New Brunette,1995,81836,0.0,0.127,0.149,1.0,0.971,0.954,0.6786429463171038,0.4542659176029962,0.5259637952559301,0.2050759611785554,0.1589351847434614,0.15301310381002678
370,1.6226415094339623,1022.1415094339623,0.076093333,-0.047413333,AMG1608,"John Lennon, The Beatles",No Reply,982,311,0.031,0.071,0.149,1.0,0.931,0.911,0.6488743169398907,0.44285519125683054,0.5343879781420765,0.21572378469649267,0.16344915279168468,0.15974188861524907
371,1.7474489795918366,9602.84693877551,0.02618,-0.174706667,AMG1608,Bruce Springsteen,Atlantic City,4787,8072,0.0,0.073,0.045,1.0,0.959,0.991,0.6377286079182631,0.45637739463601534,0.5293320561941252,0.22628019563862092,0.17236131890724254,0.16425249660043356
372,1.8895184135977336,4102.359773371105,0.158326667,0.04324,AMG1608,Gin Blossoms,Til I Hear It from You,4476,691,0.0,0.102,0.125,1.0,0.959,0.983,0.6329657190635452,0.45091053511705687,0.5166605351170568,0.2133164729979517,0.16460362286047323,0.15974356065035347
373,1.4885496183206106,2976.9656488549617,0.1568,-0.113846667,AMG1608,Buck Owens,I''ve Got a Tiger by the Tail,2935,2905,0.0,0.118,0.087,1.0,0.971,0.981,0.6548100775193798,0.4605736434108527,0.5199992248062015,0.21957420617250487,0.16248064754102212,0.1630555431818115
374,2.593429158110883,31232.71047227926,-0.430373333,-0.214933333,AMG1608,Bob Dylan,Desolation Row,7429,32269,0.0,0.09,0.081,1.0,0.946,0.991,0.6234977958630044,0.45111902339776194,0.516589013224822,0.2213349096057854,0.17199779039040475,0.16570052341902658
375,1.0,1909.006329113924,-0.4054,-0.3243,AMG1608,Carole King,No Easy Way Down,1881,642,0.0,0.118,0.087,1.0,0.931,0.943,0.695700284090909,0.43581534090909085,0.5231292613636364,0.18812962662824242,0.15700041221968963,0.15765043725243272
376,1.0833333333333333,10285.40873015873,0.369106667,0.27256,AMG1608,Mott the Hoople,Rock and Roll Queen,3594,8250,0.0,0.073,0.131,1.0,0.949,0.981,0.6554824120603014,0.45019430485762135,0.5252721943048576,0.2062044374336111,0.16180176036556485,0.16755185242087145
377,2.7517482517482517,1951.8041958041958,0.423226667,0.246953333,AMG1608,They Might Be Giants,Purple Toupee,2984,1455,0.022,0.073,0.081,1.0,0.97,0.981,0.6402275000000001,0.46088083333333335,0.5290558333333333,0.21134819404564423,0.17179633761323318,0.16802242606972892
378,4.649595687331536,344898.46091644204,-0.462826667,-0.26974,AMG1608,Willie Nelson,Funny How Time Slips Away,3712,266316,0.0,0.073,0.102,1.0,0.959,0.96,0.6781274982770503,0.4619641626464507,0.5491847002067539,0.2117272894841116,0.1647672425940294,0.16620250319776525
379,2.943204868154158,69268.20689655172,0.339773333,-0.087026667,AMG1608,Swervedriver,Duel,4203,62021,0.0,0.073,0.12,1.0,0.952,0.955,0.6477652276759314,0.46814843287995267,0.5251224127735068,0.2095153011533739,0.1681817200898919,0.15575518580661887
380,0.8083623693379791,1791.6794425087107,0.078026667,-0.07442,AMG1608,Todd Rundgren,Zen Archer,3768,3104,0.0,0.105,0.087,1.0,0.971,0.953,0.660855600539811,0.45784412955465587,0.5383367071524967,0.19725445868465444,0.16184065527596384,0.16242586837230152
381,1.348314606741573,17768.705056179777,0.343353333,0.508153333,AMG1608,Louis Jordan,Choo Choo Ch''Boogie,4035,15165,0.0,0.073,0.113,1.0,0.952,0.981,0.6464619532654285,0.4681282204913122,0.5429904134212102,0.21553741716430844,0.16818927858143967,0.16404230797244015
382,1.4473684210526316,125153.66666666667,-0.195606667,-0.6162,AMG1608,Unwound,MK Ultra,2208,70375,0.0,0.073,0.096,1.0,0.931,0.953,0.6490693301997649,0.4597790834312574,0.5396192714453584,0.22641121077397885,0.1625595799108929,0.17016292069988587
383,1.2876254180602007,6328.658862876254,-0.08012,-0.023126667,AMG1608,The Flatlanders,Dallas,2593,7448,0.0,0.112,0.12,1.0,0.97,0.944,0.6405160038797285,0.47842774005819594,0.5341522793404462,0.22251435971102573,0.17650216414590694,0.16107591857807435
384,1.726923076923077,61762.81538461539,0.233926667,0.401106667,AMG1608,Stereolab,Lo Boob Oscillator,3256,40074,0.0,0.1,0.102,1.0,0.949,0.94,0.6299783105022831,0.4590513698630137,0.5159383561643837,0.21761846714677907,0.16675988790852608,0.1608922076466384
385,1.6723646723646723,2277.4387464387464,-0.152646667,0.074206667,AMG1608,The Turtles,You Showed Me,3440,3806,0.0,0.073,0.083,1.0,0.945,0.963,0.6734528985507247,0.45343260869565216,0.534931884057971,0.20591135250269552,0.1586342058437449,0.15633933639753697
386,0.8888888888888888,752.1481481481482,0.233166667,0.442666667,AMG1608,King Oliver,King Porter Stomp,2127,615,0.02,0.143,0.102,1.0,0.941,0.943,0.6698556291390728,0.45967682119205305,0.5379006622516557,0.20196905790137878,0.15378448328822583,0.15911624110248682
387,2.832699619771863,1447.7604562737642,-0.298246667,-0.272546667,AMG1608,Billie Holiday,"""Lover",2835,919,0.012,0.073,0.096,1.0,0.945,0.991,0.6572633333333334,0.44963111111111104,0.5305744444444445,0.21195013945006788,0.1665190082877094,0.16617757904656627
388,2.671875,1033.828125,0.28354,-0.585,AMG1608,The Stooges,L.A. Blues,1727,945,0.0,0.09,0.136,1.0,0.969,0.938,0.6139167904903419,0.4656181277860327,0.5276136701337296,0.22573581186056943,0.17815122346168255,0.16272550998096041
389,1.1733870967741935,18133.959677419356,0.431386667,0.097033333,AMG1608,Eddie & the Hot Rods,Do Anything You Wanna Do,2016,6759,0.0,0.127,0.113,1.0,0.918,0.923,0.6423106546854942,0.44882413350449296,0.5301976893453145,0.20871018645488665,0.15711861199204272,0.16207928157696438
390,3.86231884057971,503.65942028985506,0.57244,0.224,AMG1608,MC5,Looking at You,1416,146,0.021,0.123,0.132,1.0,0.931,0.923,0.6705165016501651,0.46548349834983493,0.5415924092409241,0.22294461875773225,0.17327961130550704,0.16671527826927213
391,2.824626865671642,621.8880597014926,-0.34392,-0.02164,AMG1608,The Zombies,Beechwood Park,3509,492,0.0,0.086,0.125,1.0,0.963,0.981,0.6494104417670682,0.4542867469879518,0.5254690763052209,0.21125089711230396,0.16213848887608498,0.16161893488105972
392,1.3928571428571428,7458.678571428572,0.63196,0.666053333,AMG1608,The Beach Boys,Surfin'' U.S.A.,3545,6826,0.01,0.078,0.045,1.0,0.945,0.991,0.6706536118363795,0.46024107919930374,0.536864229765013,0.19496544439983945,0.16753638177110303,0.162350034848147
393,11.326347305389222,20958.38622754491,0.34776,0.387333333,AMG1608,The Move,Flowers in the Rain,3532,15134,0.0,0.1,0.102,1.0,0.952,0.966,0.6580141604855024,0.4561085637221848,0.5301780175320296,0.21380624987335006,0.16179497013971297,0.1650263975190589
394,11.430967741935484,8066.233548387097,0.58176,-0.20924,AMG1608,Dead Kennedys,Holiday in Cambodia,9970,11793,0.0,0.073,0.087,1.0,0.971,0.981,0.6195617571059431,0.47220930232558134,0.5299382428940568,0.22240667843519163,0.1723021146987928,0.16302937293128966
395,1.2113095238095237,6493.047619047619,0.070146667,-0.040593333,AMG1608,Cat Stevens,The First Cut Is the Deepest,3924,3531,0.0,0.073,0.087,1.0,0.959,0.991,0.669226226993865,0.4497921779141104,0.5409386503067485,0.2093129173325651,0.15936081718505013,0.16746018665682239
396,1.6764705882352942,2286.1372549019607,0.598633333,0.307773333,AMG1608,Johnny Burnette,The Train Kept A Rollin'',2189,3620,0.02,0.102,0.045,1.0,0.971,0.991,0.6276545698924731,0.45806451612903226,0.5174018817204301,0.20681482482918953,0.1605079122975841,0.16353304347654637
397,5.872781065088757,6700.0207100591715,0.115086667,0.486073333,AMG1608,Paul Mauriat,Love Is Blue,3475,14837,0.01,0.073,0.12,1.0,0.946,0.991,0.6604484210526315,0.45169473684210526,0.5332442105263158,0.2086630606744345,0.17499575630466271,0.1699384669619574
398,1.8391608391608392,2133.7972027972028,-0.021646667,0.19202,AMG1608,Paul McCartney,Another Day,3278,1842,0.0,0.082,0.045,1.0,0.931,0.973,0.6348506711409396,0.4424395973154362,0.516746644295302,0.22387287125700528,0.15832651711256834,0.1677325083673556
399,3.941747572815534,493.41747572815535,0.079393333,-0.386993333,AMG1608,Johnny Cash,Cry Cry Cry,900,146,0.02,0.106,0.102,1.0,0.93,0.973,0.6199255319148935,0.45658510638297867,0.5181117021276596,0.2305116391270724,0.16383337288514202,0.15929684917169068
400,2.171641791044776,5109.205223880597,0.455506667,0.30562,AMG1608,The Ramones,Sheena Is a Punk Rocker,2698,2128,0.0,0.127,0.087,1.0,0.941,0.981,0.6157810650887574,0.4638284023668639,0.512876923076923,0.21687423599450611,0.1687125353122781,0.1595452334499144
401,1.7468030690537084,2551.923273657289,-0.506206667,-0.255953333,AMG1608,Jackson Browne,Late for the Sky,5463,4794,0.0,0.073,0.081,1.0,0.952,0.991,0.6211221679253666,0.4534731230564194,0.523288316303865,0.22656979636288735,0.17329812094120725,0.16504337999813368
402,0.7176470588235294,4486.058823529412,0.60464,-0.11926,AMG1608,The Damned,Neat Neat Neat,1607,2148,0.0,0.157,0.184,1.0,0.945,0.943,0.6196808149405771,0.45270288624787774,0.5037096774193549,0.20659722058410232,0.16520001793895048,0.1567067072593443
403,2.2313432835820897,1224.4141791044776,0.00628,0.183693333,AMG1608,Thelonious Monk,"""Well",3951,1387,0.0,0.123,0.12,1.0,0.948,0.981,0.6564612944162437,0.44840736040609136,0.536126269035533,0.19541876181467469,0.16079710270354225,0.16511049474391082
404,4.167741935483871,13901.783870967742,0.394306667,0.165533333,AMG1608,The Cars,Just What I Needed,6679,25354,0.0,0.073,0.045,1.0,0.971,0.991,0.656024096385542,0.4548816442239546,0.5234209780297662,0.2076007029921232,0.16364568471951954,0.15875083073646615
405,1.1578947368421053,34.078947368421055,-0.281473333,-0.28796,AMG1608,Yo La Tengo,"""Barnaby",501,38,0.0,0.073,0.102,1.0,0.971,0.905,0.6219558823529413,0.44145588235294125,0.5168627450980392,0.22366297441208935,0.17258533411456017,0.16485880145762033
406,2.1538461538461537,2638.8595317725753,-0.159153333,0.130606667,AMG1608,Gram Parsons,Return of the Grievous Angel,2657,2243,0.0,0.118,0.102,1.0,0.945,0.981,0.6588461538461539,0.4657295012679628,0.5399475908706678,0.22368032997320186,0.16743464376484749,0.17056771620889782
407,2.1088235294117648,27385.773529411767,0.552033333,0.133413333,AMG1608,Loop,Arc-Lite,2789,14012,0.0,0.123,0.087,1.0,0.951,0.953,0.6177416974169742,0.47142158671586715,0.5200378228782288,0.22415282116178964,0.1786494639364838,0.1673623121726971
408,3.472,3253.856,0.36676,-0.06088,AMG1608,Pussy Galore,New Breed,2721,1941,0.0,0.09,0.069,1.0,0.943,0.991,0.6487303754266214,0.46099772468714445,0.5298600682593857,0.22831085465694992,0.1703542068851635,0.16734593699624892
409,0.6875,29.125,0.165066667,0.03294,AMG1608,Bo Diddley,I''m a Man,117,20,0.062,0.2,0.237,1.0,0.85,0.831,0.6176486486486485,0.42732432432432427,0.532945945945946,0.22537440653970256,0.17930514866098052,0.1603399073402685
410,2.835125448028674,11491.121863799282,0.060573333,-0.082613333,AMG1608,Bessie Smith,Gimme a Pigfoot (And a Bottle of Beer),2474,7522,0.0,0.073,0.101,1.0,0.958,0.934,0.6409334112149533,0.4523165887850467,0.5236004672897197,0.21156526982707954,0.1674954104440238,0.16251253612396244
411,5.6072144288577155,45866.7254509018,0.429413333,0.68338,AMG1608,The Archies,"""Sugar",10561,42549,0.0,0.073,0.087,1.0,0.97,0.991,0.6093283511269277,0.46899833926453144,0.5265053380782919,0.21567300740457335,0.17959341240666551,0.17150035016512813
412,0.9689922480620154,9677.53488372093,0.091533333,-0.09762,AMG1608,Moe Bandy,Just Good Ol'' Boys,2325,6040,0.02,0.073,0.131,1.0,0.944,0.991,0.6643734793187348,0.4589367396593674,0.5421751824817518,0.20461981722282782,0.16527996663124422,0.1577402881522704
413,2.8963133640552994,18241.76728110599,0.30568,0.26214,AMG1608,Ben Folds,Rockin'' the Suburbs,4459,18028,0.0,0.091,0.087,1.0,0.959,0.973,0.6255295180722891,0.4586831325301205,0.5216620481927711,0.2130076131294932,0.16984913585236625,0.15968142902601518
414,0.764525993883792,15548.651376146789,0.401206667,-0.13014,AMG1608,The Saints,(I''m) Stranded,4013,16482,0.0,0.09,0.102,1.0,0.945,0.972,0.654,0.45650769230769234,0.5311685314685314,0.20563021972419532,0.1615902632178659,0.16697392006462186
415,18.543773119605426,162174.79161528975,0.667173333,0.57508,AMG1608,Bee Gees,Stayin'' Alive,8184,227351,0.0,0.071,0.094,1.0,0.959,0.981,0.6211146327014218,0.4643252369668246,0.5237452606635071,0.21741127889045586,0.16791335586683495,0.1656269551547342
416,1.9294117647058824,1399.3823529411766,-0.170113333,-0.151946667,AMG1608,The Everly Brothers,Problems,1712,432,0.012,0.09,0.045,1.0,0.943,0.952,0.6279414634146341,0.45152845528455293,0.5336130081300813,0.2204852801954616,0.16637691820713918,0.1776593008881789
417,3.0697674418604652,3542.2372093023255,0.078206667,-0.211026667,AMG1608,Wire,I Am the Fly,1825,4109,0.02,0.09,0.12,1.0,0.941,0.943,0.6378186274509804,0.4676372549019608,0.5176879084967321,0.21606611125185948,0.17351154925826598,0.160583772339121
418,10.146341463414634,6727.5331010452965,0.52322,0.601646667,AMG1608,Chic,Good Times,9307,6902,0.0,0.09,0.087,1.0,0.943,0.991,0.6609740767913915,0.46371117632673026,0.5450210320371728,0.19260057177378273,0.16450297546904952,0.16369150124862492
419,2.0067567567567566,480.6283783783784,0.69802,-0.222353333,AMG1608,Essential Logic,Aerosol Burns,1560,242,0.02,0.09,0.102,1.0,0.971,0.923,0.6756776429809358,0.4458977469670711,0.5265892547660311,0.1996703709032891,0.15741060606313995,0.1547128929964775
420,2.450657894736842,1339.2697368421052,-0.146166667,0.399193333,AMG1608,Eagles,Peaceful Easy Feeling,4193,1505,0.02,0.069,0.12,1.0,0.951,0.981,0.6316121062384187,0.44527424336009885,0.5292581840642372,0.21291161894093058,0.16317329136094844,0.15883774417140836
421,1.5748031496062993,4000.808398950131,-0.387213333,-0.093806667,AMG1608,Simon & Garfunkel,The Dangling Conversation,5245,3721,0.012,0.073,0.131,1.0,0.959,0.991,0.654831314490803,0.44762449528936743,0.5282157918349035,0.21065391539448577,0.16437852426071844,0.16100198935528343
422,1.2191235059760956,4750.286852589641,-0.353053333,0.132533333,AMG1608,Kris Kristofferson,Loving Her Was Easier (Than Anything I''ll Ever Do Again),2921,3984,0.01,0.1,0.087,1.0,0.931,0.991,0.6619974683544304,0.45044725738396624,0.5319139240506329,0.21382924284329471,0.16330010652746216,0.16445381863323108
423,3.8389423076923075,52813.82932692308,0.601413333,0.58522,AMG1608,Bee Gees,Night Fever,6106,38215,0.021,0.123,0.102,1.0,0.971,0.981,0.6499302721088436,0.4617721088435374,0.5344923469387755,0.20003214816552176,0.16747925695482538,0.16104779714622222
424,2.8766666666666665,59256.926666666666,0.676373333,0.337133333,AMG1608,Warrant,Cherry Pie,2435,40604,0.0,0.09,0.087,1.0,0.96,0.954,0.6414642857142857,0.46480462184873955,0.5192951680672269,0.21660818296441242,0.16949727627992497,0.16048543623882722
425,2.135135135135135,1428.8603603603603,-0.07232,-0.327153333,AMG1608,The Beatles,Baby''s in Black,1869,1095,0.031,0.073,0.102,1.0,0.931,0.953,0.6576036414565827,0.4551638655462185,0.5293557422969187,0.20531015374149897,0.16791696266385356,0.16506138788106628
426,1.4812286689419796,4524.805460750853,0.59696,0.488653333,AMG1608,Dimitri from Paris,Sacre Francais,4053,5170,0.02,0.125,0.112,1.0,0.958,0.981,0.6170059391239792,0.45390126206384557,0.5178685968819599,0.22250543835697628,0.1681121553650031,0.16277604223880812
427,1.4411764705882353,6391.114379084967,-0.138446667,0.421666667,AMG1608,Harry Nilsson,Coconut,2546,6556,0.021,0.073,0.087,1.0,0.941,0.981,0.644745490981964,0.44574048096192376,0.5058807615230461,0.21416361857531555,0.16865431098674108,0.1569367523665228
428,1.1505376344086022,160440.1182795699,-0.25904,-0.00928,AMG1608,Slim Harpo,I''m a King Bee,1797,35362,0.0,0.108,0.148,1.0,0.971,0.991,0.6480888157894737,0.4657319078947368,0.5161842105263158,0.22657299758686633,0.16550144114099935,0.16120613840159526
429,1.9458874458874458,11008.363636363636,0.27256,0.073693333,AMG1608,R.E.M.,Driver 8,9110,9614,0.0,0.08,0.096,1.0,0.952,0.981,0.6374723428902404,0.45234260063712717,0.5231746307558645,0.20368562089113193,0.1682843043730853,0.16017036636767856
430,37.7304347826087,160093.17971014493,-0.528753333,-0.48926,AMG1608,Merle Haggard,Are the Good Times Really Over (I Wish a Buck Was Still Silver),3347,132657,0.0,0.073,0.096,1.0,0.941,0.938,0.6387935702199662,0.4502614213197969,0.5232368866328256,0.21817523899849914,0.15513278631334315,0.16295863090595242
431,24.162393162393162,13535.94586894587,-0.112,-0.0445,AMG1608,Blind Faith,Can''t Find My Way Home,4540,10747,0.0,0.073,0.118,1.0,0.951,0.973,0.6460385332504662,0.460108141702921,0.5370658794282163,0.20576064683971287,0.16243742994260288,0.16870006174074514
432,2.253822629969419,5647.45871559633,0.57752,0.088013333,AMG1608,MC5,Kick Out the Jams,4607,11070,0.0,0.098,0.102,1.0,0.953,0.991,0.6076082595870205,0.4685787610619469,0.5223610619469027,0.2133880345674423,0.17584004355715102,0.16833360477664774
433,6.435555555555555,6929.395555555556,0.403073333,0.092253333,AMG1608,Mission of Burma,Academy Fight Song,3322,2991,0.0,0.09,0.12,1.0,0.946,0.981,0.6389159397303728,0.4668318794607455,0.5344195083267248,0.20546073870811732,0.1662564865865382,0.16128867711390932
434,1.6910569105691058,1576.3373983739837,0.05078,0.166493333,AMG1608,Ian Dury,Wake Up and Make Love With Me,2343,1199,0.0,0.09,0.083,1.0,0.959,0.938,0.6466231263383297,0.4762901498929336,0.5383137044967881,0.22289105317797242,0.17507156818419342,0.1774986468996701
435,4.405194805194805,3976.3142857142857,0.314566667,0.32562,AMG1608,David Bowie,Golden Years,5369,3876,0.02,0.09,0.096,1.0,0.952,0.991,0.659247816091954,0.45114712643678156,0.5365544827586206,0.19918068314647536,0.161255536863271,0.16163140699342982
436,3.0809248554913293,10076.488439306358,0.71272,0.68326,AMG1608,The B-52''s,Love Shack,3992,15685,0.0,0.09,0.081,1.0,0.971,0.953,0.6484475939353987,0.4630731707317073,0.5275761371127226,0.20905914232403183,0.1650480118802582,0.15282506869018775
437,1.4046822742474916,122461.18060200669,0.421473333,0.073926667,AMG1608,DJ Jazzy Jeff & the Fresh Prince,Girls Ain''t Nothing But Trouble,2562,92325,0.0,0.127,0.102,1.0,0.959,0.953,0.6282599742599742,0.4773346203346204,0.5235534105534106,0.21502244394121497,0.1775613767802973,0.16419980926514136
438,0.8191780821917808,96927.67123287672,-0.37366,-0.156066667,AMG1608,Sade,By Your Side,3118,71498,0.022,0.073,0.131,1.0,0.941,0.981,0.6767689243027889,0.4615398406374502,0.5346045816733067,0.2171899811838895,0.15613110720948317,0.15840770503948562
439,0.9502923976608187,9017.19590643275,0.6071,0.33846,AMG1608,The Rolling Stones,Get off of My Cloud,3704,14590,0.0,0.073,0.102,1.0,0.939,0.96,0.6430533525594808,0.45473179524152846,0.5173302090843548,0.21001743563279873,0.1667682509203378,0.16242480947569998
440,2.9390581717451525,3426.2548476454294,0.557326667,-0.188913333,AMG1608,PJ Harvey,50ft Queenie,3602,4490,0.0,0.073,0.102,1.0,0.958,0.991,0.6299469153515064,0.4645918220946915,0.5199469153515065,0.20798327434226002,0.1740362710806768,0.16688250887141814
441,1.4278215223097113,4014.994750656168,0.597166667,0.498213333,AMG1608,Bachman-Turner Overdrive,Takin'' Care of Business,4418,5728,0.0,0.123,0.081,1.0,0.961,0.991,0.632089103291714,0.46075595913734396,0.525249716231555,0.21269876832775717,0.1704267967509309,0.16514773749182923
442,9.03921568627451,17837.875816993463,-0.431326667,-0.3715,AMG1608,Patsy Cline,Crazy,4166,21559,0.01,0.09,0.106,1.0,0.971,0.954,0.6458531211750307,0.45659302325581397,0.5255905752753978,0.21525991744168402,0.16765782952751412,0.15915222254727915
443,4.086378737541528,2091.186046511628,0.190173333,0.46514,AMG1608,Duke Ellington,"""Take the ""A"" Train""",2604,1346,0.0,0.09,0.102,1.0,0.945,0.991,0.6588719626168223,0.46020186915887845,0.5362869158878505,0.20200152232678156,0.16514737698106102,0.16154124640710182
444,1.5625,1537.7857142857142,-0.380126667,-0.1362,AMG1608,Cat Power,Cross Bones Style,3083,1018,0.0,0.073,0.096,1.0,0.931,0.953,0.6586891891891892,0.46500720720720723,0.5309603603603604,0.20891009575088962,0.16637388214067547,0.16203588158621215
445,2.4472727272727273,2287.450909090909,0.48896,0.197666667,AMG1608,Jacques Brel,La Chanson de Jacky,3216,2800,0.02,0.105,0.087,1.0,0.945,0.934,0.6408072289156627,0.45799999999999996,0.5253951807228915,0.20500451952011917,0.16457795568723835,0.16603735529786628
446,1.2361111111111112,2828.7361111111113,0.76308,-0.523266667,AMG1608,Descendents,I Don''t Want to Grow Up,1904,2423,0.02,0.123,0.087,1.0,0.959,0.981,0.6577413127413129,0.454985842985843,0.5317876447876448,0.21475344591123263,0.1623143461443539,0.15747438820308374
447,1.4385964912280702,131.859649122807,0.100826667,0.111313333,AMG1608,Albert Ayler,Bells,1844,116,0.0,0.123,0.148,1.0,0.943,0.955,0.6413988522238163,0.4543500717360115,0.5326929698708751,0.1912505695246639,0.1751889480063934,0.16049066420887984
